FID_377_El,field_1,F_,Velocidad,VOLUMEN_CO,Distancia,Altitud,Curso,ANO,MES,DIA,HORA,MIN,SEG,Latitud,Longitud,xcoord,ycoord,x_mina,y_mina,RASTERVALU,FID_Pol_SL,Cat_Zona,Pit,Cat_Bench,Bench,Camino,Tramo,Pendiente,MC,Cat_Carga
423208,364670,170072,59,"220670.07","40220.22",3071,270,2021,9,16,23,48,13,-24.261975,-69.011795,499008.8104,7317116.777,22333.59742,108727.0968,3057.41040039,5,"SULPHIDELEACH","OUTPIT","Out Bench","Out Bench","Interseccion","",0.0,"Intersección",""
423209,364671,170073,59,"220670.07","-----",3071,272,2021,9,16,23,48,14,-24.261965,-69.011948,498993.2798,7317117.883,22318.06683,108728.2027,3057.31958008,5,"SULPHIDELEACH","OUTPIT","Out Bench","Out Bench","Interseccion","",0.0,"Intersección",""
423207,364669,170071,59,"220670.07","40220.16",3069,264,2021,9,16,23,48,9,-24.261962,-69.011132,499076.1091,7317118.222,22400.89608,108728.5417,3058.26513672,5,"SULPHIDELEACH","OUTPIT","Out Bench","Out Bench","Interseccion","",0.0,"Intersección",""
423200,358917,164319,63,"219229.45","40117.47",3064,260,2021,9,16,19,21,17,-24.261957,-69.0112,499069.2066,7317118.775,22393.9936,108729.0948,3058.23242188,5,"SULPHIDELEACH","OUTPIT","Out Bench","Out Bench","Interseccion","",0.0,"Intersección",""
423064,594196,145280,57,"266913.53","-----",3063,267,2021,9,30,16,35,4,-24.26195,-69.011108,499078.5451,7317119.551,22403.33213,108729.8706,3058.28686523,5,"SULPHIDELEACH","OUTPIT","Out Bench","Out Bench","Interseccion","",0.0,"Intersección",""
423063,594195,145279,57,"266913.53","43553.11",3064,264,2021,9,30,16,35,2,-24.261945,-69.010957,499093.8726,7317120.105,22418.65957,108730.4254,3058.32275391,5,"SULPHIDELEACH","OUTPIT","Out Bench","Out Bench","Interseccion","",0.0,"Intersección",""
422564,358918,164320,63,"219229.76","40117.51",3064,268,2021,9,16,19,21,19,-24.26194,-69.011558,499032.8671,7317120.654,22357.65413,108730.9741,3057.68139648,5,"SULPHIDELEACH","OUTPIT","Out Bench","Out Bench","Interseccion","",0.0,"Intersección",""
422684,385811,191301,44,"224147.11","40489.5",3071,269,2021,9,17,18,4,22,-24.261938,-69.011605,499028.0963,7317120.875,22352.8833,108731.1951,3057.54638672,5,"SULPHIDELEACH","OUTPIT","Out Bench","Out Bench","Interseccion","",0.0,"Intersección",""
423050,590584,141668,59,"266262.46","-----",3065,270,2021,9,30,13,18,43,-24.261935,-69.012055,498982.4184,7317121.203,22307.20536,108731.5234,3057.15600586,5,"SULPHIDELEACH","OUTPIT","Out Bench","Out Bench","Interseccion","",0.0,"Intersección",""
422579,361943,167345,63,"219942.28","40169.14",3051,271,2021,9,16,21,47,7,-24.261935,-69.011963,498991.757,7317121.204,22316.54395,108731.5242,3057.31103516,5,"SULPHIDELEACH","OUTPIT","Out Bench","Out Bench","Interseccion","",0.0,"Intersección",""
423049,590583,141667,59,"-----","-----",3064,269,2021,9,30,13,18,42,-24.261935,-69.011878,499000.385,7317121.205,22325.172,108731.5249,3057.34082031,5,"SULPHIDELEACH","OUTPIT","Out Bench","Out Bench","Interseccion","",0.0,"Intersección",""
423048,590582,141666,59,"266262.46","-----",3064,269,2021,9,30,13,18,41,-24.261932,-69.011712,499017.2351,7317121.539,22342.02205,108731.8585,3057.43066406,5,"SULPHIDELEACH","OUTPIT","Out Bench","Out Bench","Interseccion","",0.0,"Intersección",""
423065,594197,145281,56,"266913.53","43553.17",3065,269,2021,9,30,16,35,6,-24.261932,-69.011573,499031.3445,7317121.54,22356.13145,108731.8597,3057.6472168,5,"SULPHIDELEACH","OUTPIT","Out Bench","Out Bench","Interseccion","",0.0,"Intersección",""
422589,364668,170070,60,"220669.8","40220.12",3068,256,2021,9,16,23,48,7,-24.26193,-69.010795,499110.3165,7317121.767,22435.10349,108732.0875,3058.61791992,5,"SULPHIDELEACH","OUTPIT","Out Bench","Out Bench","Interseccion","",0.0,"Intersección",""
422687,385814,191304,52,"-----","-----",3073,269,2021,9,17,18,4,38,-24.261925,-69.013695,498815.9476,7317122.295,22140.73461,108732.6152,3055.5078125,6,"SULPHIDELEACH","OUTPIT","Out Bench","Out Bench","Main road","SL_T1",0.65,"0",""
423047,590581,141665,60,"266262.46","43503",3063,267,2021,9,30,13,18,38,-24.261923,-69.011383,499050.6306,7317122.538,22375.41761,108732.8578,3058.1394043,5,"SULPHIDELEACH","OUTPIT","Out Bench","Out Bench","Interseccion","",0.0,"Intersección",""
422686,385813,191303,52,"224148.37","-----",3073,267,2021,9,17,18,4,37,-24.261922,-69.013565,498829.1434,7317122.629,22153.93042,108732.9487,3055.48364258,6,"SULPHIDELEACH","OUTPIT","Out Bench","Out Bench","Main road","SL_T1",0.65,"0",""
423062,594194,145278,57,"266913.53","43553.08",3066,258,2021,9,30,16,35,0,-24.261917,-69.01065,499125.0348,7317123.208,22449.82182,108733.528,3058.79150391,5,"SULPHIDELEACH","OUTPIT","Out Bench","Out Bench","Interseccion","",0.0,"Intersección",""
422580,361944,167346,63,"219942.54","-----",3054,268,2021,9,16,21,47,13,-24.261913,-69.012795,498907.3033,7317123.633,22232.09033,108733.9526,3056.17700195,6,"SULPHIDELEACH","OUTPIT","Out Bench","Out Bench","Main road","SL_T1",0.65,"0",""
422685,385812,191302,46,"224147.11","-----",3072,272,2021,9,17,18,4,27,-24.261913,-69.01213,498974.8052,7317123.639,22299.59216,108733.9586,3057.109375,6,"SULPHIDELEACH","OUTPIT","Out Bench","Out Bench","Main road","SL_T1",0.65,"0",""
422969,455702,6674,51,"236062.96","-----",3061,267,2021,9,20,13,11,25,-24.261912,-69.011345,499054.4878,7317123.756,22379.27475,108734.076,3058.18066406,5,"SULPHIDELEACH","OUTPIT","Out Bench","Out Bench","Interseccion","",0.0,"Intersección",""
422578,361942,167344,64,"219942.28","40169.06",3053,266,2021,9,16,21,47,4,-24.261912,-69.011253,499063.8264,7317123.757,22388.61335,108734.0768,3058.13964844,5,"SULPHIDELEACH","OUTPIT","Out Bench","Out Bench","Interseccion","",0.0,"Intersección",""
422968,455701,6673,51,"236062.96","41321.9",3062,267,2021,9,20,13,11,23,-24.261912,-69.0112,499069.2062,7317123.757,22393.9932,108734.0772,3058.21118164,5,"SULPHIDELEACH","OUTPIT","Out Bench","Out Bench","Interseccion","",0.0,"Intersección",""
422565,358919,164321,63,"219229.76","-----",3065,271,2021,9,16,19,21,23,-24.26191,-69.012245,498963.1319,7317123.97,22287.91888,108734.2897,3057.01611328,6,"SULPHIDELEACH","OUTPIT","Out Bench","Out Bench","Main road","SL_T1",0.65,"0",""
422590,364672,170074,60,"220670.86","-----",3065,271,2021,9,16,23,48,24,-24.261908,-69.013435,498842.3391,7317124.18,22167.12611,108734.5,3055.57714844,6,"SULPHIDELEACH","OUTPIT","Out Bench","Out Bench","Main road","SL_T1",0.65,"0",""
422567,358921,164323,63,"219230.39","-----",3065,271,2021,9,16,19,21,25,-24.261908,-69.012588,498928.3151,7317124.188,22253.10213,108734.5081,3056.44506836,6,"SULPHIDELEACH","OUTPIT","Out Bench","Out Bench","Main road","SL_T1",0.65,"0",""
422566,358920,164322,63,"-----","-----",3065,270,2021,9,16,19,21,24,-24.261908,-69.012413,498946.0788,7317124.19,22270.86577,108734.5097,3056.69311523,6,"SULPHIDELEACH","OUTPIT","Out Bench","Out Bench","Main road","SL_T1",0.65,"0",""
422577,361941,167343,64,"219942.28","-----",3053,262,2021,9,16,21,47,3,-24.261908,-69.011078,499081.59,7317124.201,22406.37696,108734.5211,3058.27905273,5,"SULPHIDELEACH","OUTPIT","Out Bench","Out Bench","Interseccion","",0.0,"Intersección",""
422595,364677,170079,59,"220672.11","-----",3059,270,2021,9,16,23,48,44,-24.261903,-69.016868,498493.8672,7317124.696,21818.6542,108735.0158,3054.51611328,6,"SULPHIDELEACH","OUTPIT","Out Bench","Out Bench","Main road","SL_T1",0.65,"0",""
422683,385810,191300,43,"224146.64","40489.43",3070,264,2021,9,17,18,4,18,-24.261903,-69.010963,499093.2632,7317124.756,22418.05016,108735.0756,3058.31811523,5,"SULPHIDELEACH","OUTPIT","Out Bench","Out Bench","Interseccion","",0.0,"Intersección",""
422594,364676,170078,59,"220672.11","40220.73",3058,270,2021,9,16,23,48,43,-24.261898,-69.016708,498510.1082,7317125.251,21834.89517,108735.5713,3054.55786133,6,"SULPHIDELEACH","OUTPIT","Out Bench","Out Bench","Main road","SL_T1",0.65,"0",""
422591,364673,170075,60,"-----","-----",3064,272,2021,9,16,23,48,25,-24.261898,-69.013603,498825.2859,7317125.286,22150.07291,108735.6056,3055.4909668,6,"SULPHIDELEACH","OUTPIT","Out Bench","Out Bench","Main road","SL_T1",0.65,"0",""
423066,594198,145282,59,"266913.9","-----",3059,270,2021,9,30,16,35,14,-24.261897,-69.012733,498913.5966,7317125.405,22238.38357,108735.7247,3056.20751953,6,"SULPHIDELEACH","OUTPIT","Out Bench","Out Bench","Main road","SL_T1",0.65,"0",""
422576,361940,167342,64,"219942.28","40169.03",3053,258,2021,9,16,21,47,1,-24.261895,-69.010903,499099.3535,7317125.642,22424.14048,108735.9618,3058.49511719,5,"SULPHIDELEACH","OUTPIT","Out Bench","Out Bench","Interseccion","",0.0,"Intersección",""
422682,385809,191299,42,"224146.64","-----",3070,261,2021,9,17,18,4,17,-24.261892,-69.010833,499106.4589,7317125.975,22431.24591,108736.2946,3058.57592773,5,"SULPHIDELEACH","OUTPIT","Out Bench","Out Bench","Interseccion","",0.0,"Intersección",""
422592,364674,170076,60,"220671.64","-----",3063,271,2021,9,16,23,48,26,-24.26189,-69.013787,498806.6086,7317126.17,22131.39562,108736.4895,3055.51123047,6,"SULPHIDELEACH","OUTPIT","Out Bench","Out Bench","Main road","SL_T1",0.65,"0",""
423067,594199,145283,60,"-----","-----",3059,272,2021,9,30,16,35,15,-24.261888,-69.012902,498896.4419,7317126.4,22221.22888,108736.7196,3056.11450195,6,"SULPHIDELEACH","OUTPIT","Out Bench","Out Bench","Main road","SL_T1",0.65,"0",""
423046,590580,141664,60,"266261.99","43502.95",3061,261,2021,9,30,13,18,35,-24.261888,-69.010887,499100.9775,7317126.417,22425.76453,108736.737,3058.51171875,5,"SULPHIDELEACH","OUTPIT","Out Bench","Out Bench","Interseccion","",0.0,"Intersección",""
422508,94177,346643,57,"134650.63","-----",3068,267,2021,8,22,12,37,0,-24.261885,-69.0113,499059.0553,7317126.746,22383.8423,108737.0658,3058.10913086,5,"SULPHIDELEACH","OUTPIT","Out Bench","Out Bench","Interseccion","",0.0,"Intersección",""
422688,385815,191305,53,"224148.84","-----",3075,270,2021,9,17,18,4,47,-24.261882,-69.015007,498682.7706,7317127.043,22007.55757,108737.3625,3055.07421875,6,"SULPHIDELEACH","OUTPIT","Out Bench","Out Bench","Main road","SL_T1",0.65,"0",""
423051,590585,141669,59,"266262.93","-----",3063,271,2021,9,30,13,18,51,-24.261882,-69.01339,498846.9066,7317127.059,22171.69363,108737.3792,3055.59277344,6,"SULPHIDELEACH","OUTPIT","Out Bench","Out Bench","Main road","SL_T1",0.65,"0",""
422593,364675,170077,62,"220671.64","-----",3061,269,2021,9,16,23,48,34,-24.261875,-69.015113,498672.0108,7317127.816,21996.79779,108738.1364,3055.17285156,6,"SULPHIDELEACH","OUTPIT","Out Bench","Out Bench","Main road","SL_T1",0.65,"0",""
423068,594200,145284,63,"266914.47","-----",3060,270,2021,9,30,16,35,24,-24.261875,-69.014503,498733.9298,7317127.823,22058.71678,108738.143,3055.32397461,6,"SULPHIDELEACH","OUTPIT","Out Bench","Out Bench","Main road","SL_T1",0.65,"0",""
422509,94178,346644,58,"134651.42","35528.78",3055,272,2021,8,22,12,37,9,-24.261873,-69.012925,498894.1071,7317128.06,22218.89407,108738.3801,3056.05737305,6,"SULPHIDELEACH","OUTPIT","Out Bench","Out Bench","Main road","SL_T1",0.65,"0",""
422967,455700,6672,51,"236062.96","41321.87",3061,261,2021,9,20,13,11,21,-24.261873,-69.010925,499097.1201,7317128.078,22421.90715,108738.3975,3058.41894531,5,"SULPHIDELEACH","OUTPIT","Out Bench","Out Bench","Interseccion","",0.0,"Intersección",""
422681,385808,191298,42,"224146.64","40489.41",3070,258,2021,9,17,18,4,15,-24.261873,-69.010712,499118.741,7317128.079,22443.52804,108738.3992,3058.67529297,5,"SULPHIDELEACH","OUTPIT","Out Bench","Out Bench","Interseccion","",0.0,"Intersección",""
422510,94179,346645,59,"134651.42","-----",3054,272,2021,8,22,12,37,10,-24.261868,-69.013085,498877.866,7317128.612,22202.65298,108738.9322,3055.88598633,6,"SULPHIDELEACH","OUTPIT","Out Bench","Out Bench","Main road","SL_T1",0.65,"0",""
422507,94176,346642,57,"134650.63","35528.6",3069,266,2021,8,22,12,36,58,-24.261868,-69.011147,499074.5857,7317128.629,22399.37265,108738.9493,3058.21240234,5,"SULPHIDELEACH","OUTPIT","Out Bench","Out Bench","Interseccion","",0.0,"Intersección",""
422568,358922,164324,61,"219230.39","-----",3063,271,2021,9,16,19,21,33,-24.261862,-69.013962,498788.8447,7317129.268,22113.63167,108739.5879,3055.26464844,6,"SULPHIDELEACH","OUTPIT","Out Bench","Out Bench","Main road","SL_T1",0.65,"0",""
422689,385816,191306,54,"224149.47","40489.94",3076,274,2021,9,17,18,4,53,-24.26186,-69.016075,498574.3613,7317129.466,21899.14831,108739.7863,3055.16040039,6,"SULPHIDELEACH","OUTPIT","Out Bench","Out Bench","Main road","SL_T1",0.65,"0",""
422569,358923,164325,63,"219231.18","-----",3063,270,2021,9,16,19,21,43,-24.26186,-69.015563,498626.3327,7317129.472,21951.11967,108739.7922,3055.39135742,6,"SULPHIDELEACH","OUTPIT","Out Bench","Out Bench","Main road","SL_T1",0.65,"0",""
422583,361947,167349,62,"219942.86","-----",3052,270,2021,9,16,21,47,25,-24.26186,-69.014862,498697.4888,7317129.48,22022.27576,108739.7999,3055.01879883,6,"SULPHIDELEACH","OUTPIT","Out Bench","Out Bench","Main road","SL_T1",0.65,"0",""
422563,358916,164318,63,"219229.45","40117.42",3065,253,2021,9,16,19,21,14,-24.26186,-69.010697,499120.2635,7317129.519,22445.05053,108739.8387,3058.73535156,5,"SULPHIDELEACH","OUTPIT","Out Bench","Out Bench","Interseccion","",0.0,"Intersección",""
422582,361946,167348,62,"-----","-----",3053,270,2021,9,16,21,47,24,-24.261855,-69.014678,498716.1659,7317130.036,22040.9529,108740.3555,3055.20092773,6,"SULPHIDELEACH","OUTPIT","Out Bench","Out Bench","Main road","SL_T1",0.65,"0",""
423052,590586,141670,60,"266263.25","43503.31",3054,272,2021,9,30,13,18,56,-24.261855,-69.014427,498741.644,7317130.038,22066.43105,108740.3582,3055.26342773,6,"SULPHIDELEACH","OUTPIT","Out Bench","Out Bench","Main road","SL_T1",0.65,"0",""
422970,455703,6675,57,"236063.43","-----",3058,271,2021,9,20,13,11,35,-24.261855,-69.012955,498891.0617,7317130.053,22215.84869,108740.3728,3056.01464844,6,"SULPHIDELEACH","OUTPIT","Out Bench","Out Bench","Main road","SL_T1",0.65,"0",""
422506,94175,346641,56,"134650.63","35528.55",3073,257,2021,8,22,12,36,55,-24.26185,-69.010682,499121.786,7317130.626,22446.57304,108740.946,3058.7668457,5,"SULPHIDELEACH","OUTPIT","Out Bench","Out Bench","Interseccion","",0.0,"Intersección",""
422588,364667,170069,59,"220669.8","40220.08",3067,249,2021,9,16,23,48,5,-24.261848,-69.01049,499141.2753,7317130.849,22466.06228,108741.1689,3059.1887207,5,"SULPHIDELEACH","OUTPIT","Out Bench","Out Bench","Interseccion","",0.0,"Intersección",""
422596,364678,170080,59,"220672.11","40220.79",3063,277,2021,9,16,23,48,47,-24.261845,-69.017333,498446.6659,7317131.112,21771.45287,108741.4318,3054.42504883,4,"SULPHIDELEACH","OUTPIT","Out Bench","Out Bench","Interseccion","",0.0,"Intersección",""
422572,358926,164328,62,"219231.96","-----",3063,261,2021,9,16,19,21,53,-24.261842,-69.017448,498434.9926,7317131.442,21759.77957,108741.7625,3054.1550293,4,"SULPHIDELEACH","OUTPIT","Out Bench","Out Bench","Interseccion","",0.0,"Intersección",""
422570,358924,164326,63,"219231.81","40118.02",3064,273,2021,9,16,19,21,48,-24.261842,-69.016762,498504.6261,7317131.451,21829.41307,108741.771,3054.60375977,6,"SULPHIDELEACH","OUTPIT","Out Bench","Out Bench","Main road","SL_T1",0.65,"0",""
422581,361945,167347,62,"219942.86","-----",3053,268,2021,9,16,21,47,23,-24.261842,-69.014512,498733.0158,7317131.477,22057.80284,108741.7966,3055.24658203,6,"SULPHIDELEACH","OUTPIT","Out Bench","Out Bench","Main road","SL_T1",0.65,"0",""
422691,385819,191309,52,"224149.63","40490.09",3077,259,2021,9,17,18,5,3,-24.261838,-69.01751,498428.6991,7317131.885,21753.48611,108742.2046,3054.09619141,4,"SULPHIDELEACH","OUTPIT","Out Bench","Out Bench","Interseccion","",0.0,"Intersección",""
423045,590579,141663,59,"266261.99","43502.92",3059,252,2021,9,30,13,18,33,-24.261832,-69.010558,499134.3727,7317132.62,22459.1597,108742.9399,3059.02490234,5,"SULPHIDELEACH","OUTPIT","Out Bench","Out Bench","Interseccion","",0.0,"Intersección",""
422972,455711,6683,52,"236064.7","-----",3058,250,2021,9,20,13,12,5,-24.261828,-69.017617,498417.8378,7317132.99,21742.62477,108743.3104,3054.39453125,4,"SULPHIDELEACH","OUTPIT","Out Bench","Out Bench","Interseccion","",0.0,"Intersección",""
423071,594207,145291,56,"266915.27","43553.78",3059,249,2021,9,30,16,35,42,-24.261828,-69.017525,498427.1764,7317132.992,21751.96337,108743.3116,3054.14428711,4,"SULPHIDELEACH","OUTPIT","Out Bench","Out Bench","Interseccion","",0.0,"Intersección",""
422571,358925,164327,63,"219231.96","40118.07",3063,267,2021,9,16,19,21,52,-24.261828,-69.01728,498452.0455,7317132.995,21776.83248,108743.3147,3054.46166992,4,"SULPHIDELEACH","OUTPIT","Out Bench","Out Bench","Interseccion","",0.0,"Intersección",""
422690,385817,191307,54,"224149.47","-----",3077,273,2021,9,17,18,4,57,-24.261828,-69.016518,498529.3935,7317133.004,21854.18049,108743.3241,3054.7824707,6,"SULPHIDELEACH","OUTPIT","Out Bench","Out Bench","Main road","SL_T1",0.65,"0",""
423053,590587,141671,63,"266263.56","-----",3053,271,2021,9,30,13,19,1,-24.261828,-69.01516,498667.2394,7317133.02,21992.02642,108743.3397,3055.11523438,6,"SULPHIDELEACH","OUTPIT","Out Bench","Out Bench","Main road","SL_T1",0.65,"0",""
422511,94186,346652,54,"134652.68","-----",3048,252,2021,8,22,12,37,40,-24.261825,-69.017617,498417.8377,7317133.323,21742.62472,108743.6426,3054.39599609,4,"SULPHIDELEACH","OUTPIT","Out Bench","Out Bench","Interseccion","",0.0,"Intersección",""
422575,361939,167341,64,"219942.28","40168.99",3053,251,2021,9,16,21,46,59,-24.261822,-69.010567,499133.4591,7317133.727,22458.24606,108744.047,3059.00366211,5,"SULPHIDELEACH","OUTPIT","Out Bench","Out Bench","Interseccion","",0.0,"Intersección",""
423069,594201,145285,57,"266914.79","-----",3062,272,2021,9,30,16,35,34,-24.261817,-69.016205,498561.1649,7317134.226,21885.95191,108744.5457,3055.1328125,6,"SULPHIDELEACH","OUTPIT","Out Bench","Out Bench","Main road","SL_T1",0.65,"0",""
422562,358915,164317,63,"219229.45","-----",3065,251,2021,9,16,19,21,13,-24.261815,-69.010528,499137.4178,7317134.502,22462.20476,108744.8224,3059.10327148,5,"SULPHIDELEACH","OUTPIT","Out Bench","Out Bench","Interseccion","",0.0,"Intersección",""
422971,455704,6676,55,"236063.75","-----",3059,271,2021,9,20,13,11,45,-24.261812,-69.014465,498737.7863,7317134.799,22062.57331,108745.1187,3055.20214844,6,"SULPHIDELEACH","OUTPIT","Out Bench","Out Bench","Main road","SL_T1",0.65,"0",""
423070,594202,145286,57,"266914.79","43553.66",3062,274,2021,9,30,16,35,35,-24.26181,-69.016358,498545.6343,7317134.999,21870.42131,108745.3189,3054.97973633,6,"SULPHIDELEACH","OUTPIT","Out Bench","Out Bench","Main road","SL_T1",0.65,"0",""
422249,455705,6677,55,"-----","-----",3059,271,2021,9,20,13,11,46,-24.261807,-69.014625,498721.5452,7317135.351,22046.33219,108745.6706,3055.15942383,6,"SULPHIDELEACH","OUTPIT","Out Bench","Out Bench","Main road","SL_T1",0.65,"0",""
422341,590592,141676,56,"266264.19","43503.63",3057,252,2021,9,30,13,19,15,-24.261805,-69.017563,498423.3188,7317135.538,21748.1058,108745.8577,3054.23217773,4,"SULPHIDELEACH","OUTPIT","Out Bench","Out Bench","Interseccion","",0.0,"Intersección",""
421888,385818,191308,52,"224149.63","40490.06",3077,266,2021,9,17,18,5,1,-24.261805,-69.017227,498457.425,7317135.542,21782.21202,108745.8619,3054.48364258,4,"SULPHIDELEACH","OUTPIT","Out Bench","Out Bench","Interseccion","",0.0,"Intersección",""
422350,594193,145277,52,"266912.27","43553.03",3066,250,2021,9,30,16,34,57,-24.261805,-69.010193,499171.4224,7317135.612,22496.20938,108745.9321,3059.72167969,0,"SULPHIDELEACH","OUTPIT","Out Bench","Out Bench","Buff 5 m","",0.0,"",""
421761,361948,167350,62,"219943.49","-----",3046,273,2021,9,16,21,47,33,-24.261803,-69.016282,498553.3487,7317135.775,21878.13572,108746.0949,3055.06835938,6,"SULPHIDELEACH","OUTPIT","Out Bench","Out Bench","Main road","SL_T1",0.65,"0",""
421725,94180,346646,58,"134651.58","-----",3050,271,2021,8,22,12,37,20,-24.2618,-69.014518,498732.4063,7317136.127,22057.19332,108746.4468,3055.16699219,6,"SULPHIDELEACH","OUTPIT","Out Bench","Out Bench","Main road","SL_T1",0.65,"0",""
422248,455699,6671,53,"236062.96","41321.83",3055,254,2021,9,20,13,11,18,-24.2618,-69.010505,499139.7523,7317136.163,22464.53929,108746.4834,3059.15722656,5,"SULPHIDELEACH","OUTPIT","Out Bench","Out Bench","Interseccion","",0.0,"Intersección",""
422250,455706,6678,55,"236063.75","41322.26",3059,273,2021,9,20,13,11,47,-24.261798,-69.014785,498705.304,7317136.345,22030.09103,108746.6654,3055.01757813,6,"SULPHIDELEACH","OUTPIT","Out Bench","Out Bench","Main road","SL_T1",0.65,"0",""
421726,94181,346647,58,"-----","-----",3051,271,2021,8,22,12,37,21,-24.261797,-69.014657,498718.2969,7317136.458,22043.08387,108746.7775,3055.10864258,6,"SULPHIDELEACH","OUTPIT","Out Bench","Out Bench","Main road","SL_T1",0.65,"0",""
421887,385807,191297,41,"224146.17","40489.37",3070,251,2021,9,17,18,4,12,-24.261795,-69.01036,499154.4707,7317136.718,22479.2577,108747.0381,3059.34790039,5,"SULPHIDELEACH","OUTPIT","Out Bench","Out Bench","Interseccion","",0.0,"Intersección",""
421728,94183,346649,53,"134652.21","-----",3050,271,2021,8,22,12,37,30,-24.261792,-69.01603,498578.9282,7317136.996,21903.71524,108747.3158,3055.33398438,6,"SULPHIDELEACH","OUTPIT","Out Bench","Out Bench","Main road","SL_T1",0.65,"0",""
422251,455707,6679,55,"236063.9","-----",3059,270,2021,9,20,13,11,48,-24.261792,-69.014947,498688.8599,7317137.008,22013.64689,108747.328,3054.99536133,6,"SULPHIDELEACH","OUTPIT","Out Bench","Out Bench","Main road","SL_T1",0.65,"0",""
421730,94185,346651,54,"134652.68","35529.25",3047,257,2021,8,22,12,37,39,-24.26179,-69.017487,498431.0331,7317137.199,21755.82009,108747.5194,3054.10693359,4,"SULPHIDELEACH","OUTPIT","Out Bench","Out Bench","Interseccion","",0.0,"Intersección",""
421727,94182,346648,57,"134651.9","-----",3052,272,2021,8,22,12,37,22,-24.261788,-69.014817,498702.0557,7317137.452,22026.8427,108747.7723,3054.9909668,6,"SULPHIDELEACH","OUTPIT","Out Bench","Out Bench","Main road","SL_T1",0.65,"0",""
421763,361950,167352,62,"219943.96","40169.68",3044,265,2021,9,16,21,47,38,-24.26178,-69.017297,498450.3192,7317138.309,21775.10621,108748.629,3054.51098633,4,"SULPHIDELEACH","OUTPIT","Out Bench","Out Bench","Interseccion","",0.0,"Intersección",""
422354,594206,145290,56,"266915.27","43553.77",3060,256,2021,9,30,16,35,41,-24.261777,-69.017403,498439.5595,7317138.64,21764.34647,108748.9599,3054.4152832,4,"SULPHIDELEACH","OUTPIT","Out Bench","Out Bench","Interseccion","",0.0,"Intersección",""
421729,94184,346650,54,"134652.68","35529.24",3046,265,2021,8,22,12,37,38,-24.261777,-69.01735,498444.9393,7317138.641,21769.72632,108748.9605,3054.46582031,4,"SULPHIDELEACH","OUTPIT","Out Bench","Out Bench","Interseccion","",0.0,"Intersección",""
422351,594203,145287,56,"266914.79","43553.69",3061,280,2021,9,30,16,35,36,-24.261772,-69.016655,498515.4864,7317139.203,21840.27335,108749.5227,3054.74072266,6,"SULPHIDELEACH","OUTPIT","Out Bench","Out Bench","Main road","SL_T1",0.65,"0",""
421762,361949,167351,62,"219943.49","40169.65",3042,270,2021,9,16,21,47,36,-24.26177,-69.016975,498483.0042,7317139.42,21807.79121,108749.7403,3054.62817383,6,"SULPHIDELEACH","OUTPIT","Out Bench","Out Bench","Main road","SL_T1",0.65,"0",""
422254,455710,6682,52,"236064.7","41322.54",3056,255,2021,9,20,13,12,4,-24.261768,-69.01751,498428.6981,7317139.635,21753.48514,108749.955,3054.12158203,4,"SULPHIDELEACH","OUTPIT","Out Bench","Out Bench","Interseccion","",0.0,"Intersección",""
422337,590588,141672,59,"266263.72","-----",3055,274,2021,9,30,13,19,11,-24.261768,-69.016785,498502.2904,7317139.644,21827.07744,108749.964,3054.68432617,6,"SULPHIDELEACH","OUTPIT","Out Bench","Out Bench","Main road","SL_T1",0.65,"0",""
422340,590591,141675,57,"266264.19","43503.61",3058,260,2021,9,30,13,19,14,-24.261763,-69.017403,498439.5593,7317140.19,21764.34628,108750.51,3054.44238281,4,"SULPHIDELEACH","OUTPIT","Out Bench","Out Bench","Interseccion","",0.0,"Intersección",""
421724,94174,346640,56,"134650.63","35528.52",3073,251,2021,8,22,12,36,53,-24.26176,-69.010368,499153.6584,7317140.593,22478.44536,108750.9132,3059.28662109,5,"SULPHIDELEACH","OUTPIT","Out Bench","Out Bench","Interseccion","",0.0,"Intersección",""
422338,590589,141673,59,"-----","-----",3056,274,2021,9,30,13,19,12,-24.261755,-69.016945,498486.0492,7317141.081,21810.8362,108751.4014,3054.65429688,6,"SULPHIDELEACH","OUTPIT","Out Bench","Out Bench","Main road","SL_T1",0.65,"0",""
422353,594205,145289,56,"266915.27","43553.75",3060,265,2021,9,30,16,35,40,-24.261743,-69.017273,498452.7549,7317142.406,21777.54186,108752.726,3054.54516602,4,"SULPHIDELEACH","OUTPIT","Out Bench","Out Bench","Interseccion","",0.0,"Intersección",""
421765,364666,170068,57,"220669.8","-----",3066,246,2021,9,16,23,48,4,-24.261742,-69.010185,499172.2339,7317142.588,22497.02093,108752.9076,3059.63647461,5,"SULPHIDELEACH","OUTPIT","Out Bench","Out Bench","Interseccion","",0.0,"Intersección",""
422252,455708,6680,56,"236064.38","-----",3058,274,2021,9,20,13,11,55,-24.26174,-69.01603,498578.9276,7317142.753,21903.71458,108753.0732,3055.44580078,6,"SULPHIDELEACH","OUTPIT","Out Bench","Out Bench","Main road","SL_T1",0.65,"0",""
422339,590590,141674,58,"266264.19","43503.6",3058,266,2021,9,30,13,19,13,-24.261737,-69.017243,498455.8,7317143.071,21780.58698,108753.3907,3054.53979492,4,"SULPHIDELEACH","OUTPIT","Out Bench","Out Bench","Interseccion","",0.0,"Intersección",""
