FID_886_El,field_1,F_,Velocidad,VOLUMEN_CO,Distancia,Altitud,Curso,ANO,MES,DIA,HORA,MIN,SEG,Latitud,Longitud,xcoord,ycoord,x_mina,y_mina,RASTERVALU,FID_Pol_en,Bench,Cat_Bench,Rampa,MC,Pendiente,Tramo,Pit,Cat_Zona,Cat_Carga
5411,4546,4660,24,"730676.13","47707.93",3073,5,2021,8,23,12,14,38,-24.213705,-69.040108,496133.3223,7322460.694,19458.10928,114071.0137,3079.79833984,23,"Out Bench","Out Bench","Main ramp",0,0.77,"RN_T13","ENORTE","INPIT",""
5508,11129,11243,18,"732027.32","-----",3061,16,2021,8,23,18,16,21,-24.213705,-69.040038,496140.4304,7322460.696,19465.21741,114071.0157,3079.65014648,23,"Out Bench","Out Bench","Main ramp",0,0.77,"RN_T13","ENORTE","INPIT",""
5510,11579,11693,11,"732095.24","47794.55",2935,40,2021,8,23,18,39,9,-24.2137,-69.042267,495914.087,7322461.183,19238.87397,114071.5026,2956.3425293,8,"Out Bench","Out Bench","Main ramp",3,9.47,"RN_T19","ENORTE","INPIT",""
5493,9862,9976,27,"731737.14","47780.04",2816,225,2021,8,23,17,18,0,-24.213697,-69.051468,494979.7734,7322461.201,18304.56043,114071.5214,2833.56323242,14,"Out Bench","Out Bench","Main ramp",3,9.17,"RN_T4","ENORTE","INPIT",""
5523,12314,12428,29,"-----","-----",3119,233,2021,8,23,19,8,15,-24.213697,-69.038055,496341.7934,7322461.638,19666.58043,114071.9577,3090.99975586,7,"Out Bench","Out Bench","Main ramp",3,9.32,"RN_T14","ENORTE","INPIT",""
5453,7661,7775,36,"731283.51","47753.57",2957,227,2021,8,23,15,27,35,-24.213695,-69.042015,495939.6761,7322461.744,19264.46309,114072.064,2957.25683594,8,"Out Bench","Out Bench","Main ramp",3,9.47,"RN_T19","ENORTE","INPIT",""
5484,9318,9432,14,"731643.76","47772.32",3084,70,2021,8,23,16,55,16,-24.213695,-69.038552,496291.3256,7322461.845,19616.11262,114072.1653,3088.29858398,7,"Out Bench","Out Bench","Main ramp",3,9.32,"RN_T14","ENORTE","INPIT",""
5468,8213,8327,10,"731417.3","47757.79",3118,61,2021,8,23,16,1,22,-24.213695,-69.038323,496314.5794,7322461.852,19639.36637,114072.1717,3090.18212891,7,"Out Bench","Out Bench","Main ramp",3,9.32,"RN_T14","ENORTE","INPIT",""
5501,10731,10845,18,"731947.28","47786.02",3097,59,2021,8,23,18,0,39,-24.21369,-69.038063,496340.9809,7322462.413,19665.76786,114072.7326,3091.1081543,7,"Out Bench","Out Bench","Main ramp",3,9.32,"RN_T14","ENORTE","INPIT",""
5477,9109,9223,13,"731590.81","47770.59",2968,48,2021,8,23,16,47,44,-24.213688,-69.042175,495923.4287,7322462.514,19248.21569,114072.8341,2957.06420898,8,"Out Bench","Out Bench","Main ramp",3,9.47,"RN_T19","ENORTE","INPIT",""
5456,8005,8119,13,"731350.43","-----",2938,42,2021,8,23,15,53,41,-24.213688,-69.042053,495935.8172,7322462.518,19260.60415,114072.8378,2957.58227539,8,"Out Bench","Out Bench","Main ramp",3,9.47,"RN_T19","ENORTE","INPIT",""
5511,11580,11694,10,"732095.24","47794.55",2935,46,2021,8,23,18,39,10,-24.213687,-69.042237,495917.1329,7322462.623,19241.91988,114072.9429,2956.61425781,8,"Out Bench","Out Bench","Main ramp",3,9.47,"RN_T19","ENORTE","INPIT",""
5421,5079,5193,13,"730795.18","47713.47",3088,60,2021,8,23,12,40,8,-24.213687,-69.038323,496314.5791,7322462.738,19639.36613,114073.0575,3090.21606445,7,"Out Bench","Out Bench","Main ramp",3,9.32,"RN_T14","ENORTE","INPIT",""
5528,13294,13408,20,"732361.63","-----",2874,35,2021,8,23,20,26,42,-24.213683,-69.041947,495946.5807,7322463.075,19271.36773,114073.3947,2957.63061523,8,"Out Bench","Out Bench","Main ramp",3,9.47,"RN_T19","ENORTE","INPIT",""
5512,11795,11909,12,"732149.39","47796.2",3070,215,2021,8,23,18,46,46,-24.213683,-69.039635,496181.3523,7322463.143,19506.13926,114073.4632,3079.38208008,23,"Out Bench","Out Bench","Main ramp",0,0.77,"RN_T13","ENORTE","INPIT",""
5457,8186,8300,10,"731410.02","47757.65",3098,149,2021,8,23,16,0,35,-24.213683,-69.039482,496196.8886,7322463.148,19521.67561,114073.4676,3079.38989258,23,"Out Bench","Out Bench","Main ramp",0,0.77,"RN_T13","ENORTE","INPIT",""
5300,6127,6241,13,"-----","-----",2958,42,2021,8,23,13,42,14,-24.213682,-69.04216,495924.9517,7322463.179,19249.73866,114073.4989,2957.23632813,8,"Out Bench","Out Bench","Main ramp",3,9.47,"RN_T19","ENORTE","INPIT",""
5278,4881,4995,11,"730738.66","47711.72",2955,44,2021,8,23,12,33,5,-24.213677,-69.042092,495931.8565,7322463.735,19256.64354,114074.0546,2957.81347656,8,"Out Bench","Out Bench","Main ramp",3,9.47,"RN_T19","ENORTE","INPIT",""
5297,5774,5888,40,"731001.73","47736.54",3097,223,2021,8,23,13,23,21,-24.213678,-69.037818,496365.859,7322463.748,19690.64597,114074.068,3092.78393555,7,"Out Bench","Out Bench","Main ramp",3,9.32,"RN_T14","ENORTE","INPIT",""
5400,13511,13625,17,"732413.65","47807.85",3072,225,2021,8,23,20,33,18,-24.213675,-69.039573,496187.6478,7322464.031,19512.43478,114074.3508,3079.40771484,23,"Out Bench","Out Bench","Main ramp",0,0.77,"RN_T13","ENORTE","INPIT",""
5309,6363,6477,11,"731131.67","47742.45",3080,66,2021,8,23,13,50,19,-24.213675,-69.03836,496310.8216,7322464.065,19635.60861,114074.3851,3089.97363281,7,"Out Bench","Out Bench","Main ramp",3,9.32,"RN_T14","ENORTE","INPIT",""
5288,5080,5194,13,"730795.18","-----",3088,59,2021,8,23,12,40,10,-24.21367,-69.038285,496318.4373,7322464.621,19643.22431,114074.9408,3090.55444336,7,"Out Bench","Out Bench","Main ramp",3,9.32,"RN_T14","ENORTE","INPIT",""
5287,5063,5177,15,"730790.72","47713.33",3079,181,2021,8,23,12,39,36,-24.213668,-69.039497,496195.365,7322464.808,19520.15197,114075.128,3079.38842773,23,"Out Bench","Out Bench","Main ramp",0,0.77,"RN_T13","ENORTE","INPIT",""
5308,6342,6456,8,"731125.77","47742.32",3075,179,2021,8,23,13,49,34,-24.213668,-69.03946,496199.1221,7322464.809,19523.90913,114075.129,3079.38183594,23,"Out Bench","Out Bench","Main ramp",0,0.77,"RN_T13","ENORTE","INPIT",""
5375,11581,11695,10,"732095.24","-----",2936,42,2021,8,23,18,39,12,-24.213667,-69.042213,495919.5693,7322464.838,19244.35629,114075.158,2957.02294922,8,"Out Bench","Out Bench","Main ramp",3,9.47,"RN_T19","ENORTE","INPIT",""
5352,10301,10415,28,"731825","47782.6",2844,31,2021,8,23,17,46,48,-24.213663,-69.051628,494963.5249,7322464.96,18288.31187,114075.2799,2832.79492188,14,"Out Bench","Out Bench","Main ramp",3,9.17,"RN_T4","ENORTE","INPIT",""
5357,10732,10846,19,"731947.28","-----",3097,57,2021,8,23,18,0,41,-24.213665,-69.038017,496345.6512,7322465.182,19670.43816,114075.5018,3091.59936523,7,"Out Bench","Out Bench","Main ramp",3,9.32,"RN_T14","ENORTE","INPIT",""
5356,10713,10827,17,"731941.77","47785.85",3107,184,2021,8,23,18,0,6,-24.213663,-69.039528,496192.2169,7322465.361,19517.00392,114075.6807,3079.39331055,23,"Out Bench","Out Bench","Main ramp",0,0.77,"RN_T13","ENORTE","INPIT",""
5336,9319,9433,14,"731643.76","-----",3085,74,2021,8,23,16,55,21,-24.213663,-69.038383,496308.4857,7322465.393,19633.27271,114075.7131,3089.89550781,7,"Out Bench","Out Bench","Main ramp",3,9.32,"RN_T14","ENORTE","INPIT",""
5327,8663,8777,42,"731516.94","47766.54",3139,224,2021,8,23,16,22,15,-24.213662,-69.037987,496348.6974,7322465.515,19673.48442,114075.8348,3091.76049805,7,"Out Bench","Out Bench","Main ramp",3,9.32,"RN_T14","ENORTE","INPIT",""
5314,7504,7618,28,"731265.12","47751.86",3108,226,2021,8,23,15,19,35,-24.213662,-69.037835,496364.1322,7322465.519,19688.91923,114075.839,3092.81884766,7,"Out Bench","Out Bench","Main ramp",3,9.32,"RN_T14","ENORTE","INPIT",""
5298,5791,5905,28,"731002.35","47736.83",3083,7,2021,8,23,13,23,47,-24.21366,-69.040093,496134.844,7322465.676,19459.63102,114075.9965,3079.92871094,23,"Out Bench","Out Bench","Main ramp",0,0.77,"RN_T13","ENORTE","INPIT",""
5392,12328,12442,26,"732253.57","47801.77",3102,1,2021,8,23,19,8,41,-24.213657,-69.0401,496134.1331,7322466.008,19458.92011,114076.3284,3079.9440918,23,"Out Bench","Out Bench","Main ramp",0,0.77,"RN_T13","ENORTE","INPIT",""
5310,6364,6478,11,"731131.67","-----",3080,59,2021,8,23,13,50,20,-24.213657,-69.03833,496313.8674,7322466.059,19638.6544,114076.3789,3090.24584961,7,"Out Bench","Out Bench","Main ramp",3,9.32,"RN_T14","ENORTE","INPIT",""
5372,11130,11244,19,"732027.52","47790.7",3061,20,2021,8,23,18,16,22,-24.213653,-69.040023,496141.9519,7322466.454,19466.73893,114076.7736,3079.80395508,23,"Out Bench","Out Bench","Main ramp",0,0.77,"RN_T13","ENORTE","INPIT",""
5391,12313,12427,28,"732252.91","-----",3120,232,2021,8,23,19,8,14,-24.21365,-69.03798,496349.4079,7322466.844,19674.19487,114077.1636,3091.89770508,7,"Out Bench","Out Bench","Main ramp",3,9.32,"RN_T14","ENORTE","INPIT",""
5349,9697,9811,25,"731720.04","47776.93",3075,25,2021,8,23,17,10,59,-24.213648,-69.040038,496140.4286,7322467.007,19465.2156,114077.3267,3079.82275391,23,"Out Bench","Out Bench","Main ramp",0,0.77,"RN_T13","ENORTE","INPIT",""
5307,6341,6455,8,"731125.77","47742.32",3075,187,2021,8,23,13,49,33,-24.213648,-69.03946,496199.1215,7322467.023,19523.9085,114077.3434,3079.37841797,23,"Out Bench","Out Bench","Main ramp",0,0.77,"RN_T13","ENORTE","INPIT",""
5376,11582,11696,10,"732095.24","47794.56",2936,41,2021,8,23,18,39,13,-24.213647,-69.04219,495921.9041,7322467.053,19246.69115,114077.3731,2957.36572266,8,"Out Bench","Out Bench","Main ramp",3,9.47,"RN_T19","ENORTE","INPIT",""
5315,7520,7634,29,"731266.27","47752.14",3084,348,2021,8,23,15,20,6,-24.213647,-69.040183,496125.7046,7322467.113,19450.49158,114077.4332,3080.3059082,23,"Out Bench","Out Bench","Main ramp",0,0.77,"RN_T13","ENORTE","INPIT",""
5328,8679,8793,28,"731517.3","47766.79",3123,355,2021,8,23,16,22,39,-24.213647,-69.0401,496134.1328,7322467.116,19458.91979,114077.4356,3079.95458984,23,"Out Bench","Out Bench","Main ramp",0,0.77,"RN_T13","ENORTE","INPIT",""
5276,4547,4661,24,"730676.13","47707.94",3073,19,2021,8,23,12,14,39,-24.213647,-69.040085,496135.656,7322467.116,19460.44297,114077.4361,3079.93676758,23,"Out Bench","Out Bench","Main ramp",0,0.77,"RN_T13","ENORTE","INPIT",""
5337,9320,9434,14,"731643.76","47772.34",3085,82,2021,8,23,16,55,22,-24.213647,-69.038315,496315.3903,7322467.167,19640.17727,114077.4865,3090.45776367,7,"Out Bench","Out Bench","Main ramp",3,9.32,"RN_T14","ENORTE","INPIT",""
5289,5081,5195,13,"730795.18","-----",3089,57,2021,8,23,12,40,12,-24.213643,-69.038215,496325.5446,7322467.612,19650.33163,114077.9322,3091.1394043,7,"Out Bench","Out Bench","Main ramp",3,9.32,"RN_T14","ENORTE","INPIT",""
5321,8185,8299,10,"731410.02","47757.65",3098,157,2021,8,23,16,0,34,-24.21364,-69.039497,496195.3641,7322467.908,19520.15109,114078.2281,3079.38330078,23,"Out Bench","Out Bench","Main ramp",0,0.77,"RN_T13","ENORTE","INPIT",""
5311,6365,6479,11,"731131.67","47742.45",3080,57,2021,8,23,13,50,21,-24.21364,-69.0383,496316.9132,7322467.942,19641.70023,114078.262,3090.515625,7,"Out Bench","Out Bench","Main ramp",3,9.32,"RN_T14","ENORTE","INPIT",""
5338,9321,9435,12,"731643.76","47772.35",3086,72,2021,8,23,16,55,24,-24.213633,-69.038268,496320.1625,7322468.718,19644.94945,114079.0379,3090.67919922,7,"Out Bench","Out Bench","Main ramp",3,9.32,"RN_T14","ENORTE","INPIT",""
5377,11583,11697,10,"732095.24","47794.56",2937,47,2021,8,23,18,39,14,-24.21363,-69.042168,495924.1376,7322468.936,19248.92457,114079.2561,2957.68432617,8,"Out Bench","Out Bench","Main ramp",3,9.47,"RN_T19","ENORTE","INPIT",""
5384,11794,11908,12,"732149.39","47796.19",3071,222,2021,8,23,18,46,44,-24.21363,-69.039582,496186.7325,7322469.013,19511.51947,114079.3329,3079.40112305,23,"Out Bench","Out Bench","Main ramp",0,0.77,"RN_T13","ENORTE","INPIT",""
5306,6340,6454,8,"731125.77","47742.32",3075,193,2021,8,23,13,49,32,-24.213627,-69.03946,496199.1208,7322469.349,19523.90784,114079.6685,3079.35522461,23,"Out Bench","Out Bench","Main ramp",0,0.77,"RN_T13","ENORTE","INPIT",""
5286,5062,5176,15,"730790.72","47713.33",3079,198,2021,8,23,12,39,35,-24.213625,-69.039497,496195.3636,7322469.569,19520.15062,114079.8889,3079.37963867,23,"Out Bench","Out Bench","Main ramp",0,0.77,"RN_T13","ENORTE","INPIT",""
5355,10712,10826,17,"731941.77","47785.85",3107,203,2021,8,23,18,0,5,-24.21362,-69.039535,496191.5048,7322470.121,19516.29176,114080.4414,3079.38842773,23,"Out Bench","Out Bench","Main ramp",0,0.77,"RN_T13","ENORTE","INPIT",""
5399,13510,13624,16,"732413.65","47807.84",3072,233,2021,8,23,20,33,16,-24.21362,-69.039505,496194.5511,7322470.122,19519.33811,114080.4423,3079.38183594,23,"Out Bench","Out Bench","Main ramp",0,0.77,"RN_T13","ENORTE","INPIT",""
5378,11584,11698,10,"732096.65","-----",2937,52,2021,8,23,18,39,15,-24.213617,-69.042137,495927.285,7322470.376,19252.07202,114080.6964,2958.11376953,8,"Out Bench","Out Bench","Main ramp",3,9.47,"RN_T19","ENORTE","INPIT",""
5333,9304,9418,3,"731640.7","-----",3085,190,2021,8,23,16,54,41,-24.213617,-69.039543,496190.6923,7322470.453,19515.47931,114080.7734,3079.38891602,23,"Out Bench","Out Bench","Main ramp",0,0.77,"RN_T13","ENORTE","INPIT",""
5334,9305,9419,5,"731640.7","47772.22",3084,140,2021,8,23,16,54,46,-24.213617,-69.039543,496190.6923,7322470.453,19515.47931,114080.7734,3079.38891602,23,"Out Bench","Out Bench","Main ramp",0,0.77,"RN_T13","ENORTE","INPIT",""
5335,9306,9420,5,"731640.7","47772.22",3084,134,2021,8,23,16,54,47,-24.213617,-69.039543,496190.6923,7322470.453,19515.47931,114080.7734,3079.38891602,23,"Out Bench","Out Bench","Main ramp",0,0.77,"RN_T13","ENORTE","INPIT",""
5320,8184,8298,10,"731410.02","47757.65",3097,174,2021,8,23,16,0,33,-24.213617,-69.039513,496193.7387,7322470.454,19518.52566,114080.7742,3079.38232422,23,"Out Bench","Out Bench","Main ramp",0,0.77,"RN_T13","ENORTE","INPIT",""
5373,11131,11245,21,"732027.52","47790.71",3062,34,2021,8,23,18,16,23,-24.21361,-69.039993,496144.9969,7322471.215,19469.78392,114081.5354,3079.90673828,23,"Out Bench","Out Bench","Main ramp",0,0.77,"RN_T13","ENORTE","INPIT",""
5279,4882,4996,11,"730739.14","47711.73",2955,36,2021,8,23,12,33,8,-24.213607,-69.042023,495938.8608,7322471.487,19263.6478,114081.807,2958.9675293,8,"Out Bench","Out Bench","Main ramp",3,9.47,"RN_T19","ENORTE","INPIT",""
5395,13295,13409,17,"732361.63","47806.26",2876,44,2021,8,23,20,26,45,-24.213607,-69.041855,495955.9203,7322471.492,19280.70733,114081.8122,2959.64770508,8,"Out Bench","Out Bench","Main ramp",3,9.47,"RN_T19","ENORTE","INPIT",""
5305,6339,6453,8,"731125.77","47742.32",3075,197,2021,8,23,13,49,31,-24.213607,-69.039452,496199.9326,7322471.563,19524.71958,114081.8832,3079.37695313,23,"Out Bench","Out Bench","Main ramp",0,0.77,"RN_T13","ENORTE","INPIT",""
5379,11585,11699,10,"-----","-----",2938,50,2021,8,23,18,39,16,-24.213602,-69.042115,495929.5185,7322472.038,19254.30551,114082.3578,2958.32788086,8,"Out Bench","Out Bench","Main ramp",3,9.47,"RN_T19","ENORTE","INPIT",""
5290,5082,5196,13,"-----","-----",3089,56,2021,8,23,12,40,13,-24.213603,-69.038155,496331.6361,7322472.043,19656.42311,114082.3626,3091.69165039,7,"Out Bench","Out Bench","Main ramp",3,9.32,"RN_T14","ENORTE","INPIT",""
5390,12312,12426,27,"732252.91","47801.51",3120,229,2021,8,23,19,8,13,-24.213603,-69.037918,496355.7022,7322472.049,19680.48924,114082.3692,3092.78955078,7,"Out Bench","Out Bench","Main ramp",3,9.32,"RN_T14","ENORTE","INPIT",""
5296,5773,5887,39,"731001.73","-----",3097,219,2021,8,23,13,23,20,-24.2136,-69.037735,496374.2849,7322472.386,19699.07185,114082.7064,3094.22045898,7,"Out Bench","Out Bench","Main ramp",3,9.32,"RN_T14","ENORTE","INPIT",""
5322,8214,8328,10,"731417.3","-----",3118,55,2021,8,23,16,1,23,-24.213598,-69.038285,496318.4351,7322472.593,19643.22213,114082.9126,3090.70776367,7,"Out Bench","Out Bench","Main ramp",3,9.32,"RN_T14","ENORTE","INPIT",""
5393,12329,12443,24,"732253.57","-----",3101,12,2021,8,23,19,8,42,-24.213597,-69.040085,496135.6544,7322472.652,19460.44138,114082.9721,3080.03027344,23,"Out Bench","Out Bench","Main ramp",0,0.77,"RN_T13","ENORTE","INPIT",""
5398,13509,13623,15,"-----","-----",3071,240,2021,8,23,20,33,15,-24.213597,-69.03946,496199.1199,7322472.67,19523.90691,114082.9901,3079.37744141,23,"Out Bench","Out Bench","Main ramp",0,0.77,"RN_T13","ENORTE","INPIT",""
5350,9698,9812,25,"731720.04","47776.93",3074,36,2021,8,23,17,11,0,-24.213595,-69.039993,496144.9964,7322472.876,19469.78344,114083.1962,3079.93530273,23,"Out Bench","Out Bench","Main ramp",0,0.77,"RN_T13","ENORTE","INPIT",""
5319,8183,8297,10,"731410.02","47757.64",3097,189,2021,8,23,16,0,32,-24.213593,-69.03952,496193.0271,7322473.111,19517.81409,114083.4313,3079.37548828,23,"Out Bench","Out Bench","Main ramp",0,0.77,"RN_T13","ENORTE","INPIT",""
5285,5061,5175,15,"730790.72","47713.33",3079,218,2021,8,23,12,39,34,-24.213593,-69.039482,496196.8858,7322473.112,19521.67279,114083.4324,3079.39892578,23,"Out Bench","Out Bench","Main ramp",0,0.77,"RN_T13","ENORTE","INPIT",""
5299,5792,5906,28,"731002.35","47736.84",3083,14,2021,8,23,13,23,48,-24.21359,-69.04007,496137.1773,7322473.428,19461.96433,114083.7475,3080.04736328,23,"Out Bench","Out Bench","Main ramp",0,0.77,"RN_T13","ENORTE","INPIT",""
5326,8662,8776,41,"-----","-----",3140,221,2021,8,23,16,22,14,-24.213588,-69.037903,496357.225,7322473.71,19682.01196,114084.0304,3093.10302734,7,"Out Bench","Out Bench","Main ramp",3,9.32,"RN_T14","ENORTE","INPIT",""
5304,6338,6452,8,"731125.77","-----",3074,207,2021,8,23,13,49,30,-24.213587,-69.039443,496200.8459,7322473.778,19525.63286,114084.0978,3079.37084961,23,"Out Bench","Out Bench","Main ramp",0,0.77,"RN_T13","ENORTE","INPIT",""
5380,11586,11700,10,"732096.65","47794.57",2938,49,2021,8,23,18,39,17,-24.213585,-69.042092,495931.8535,7322473.921,19256.64047,114084.2408,2958.63989258,8,"Out Bench","Out Bench","Main ramp",3,9.47,"RN_T19","ENORTE","INPIT",""
5277,4548,4662,24,"730676.13","47707.94",3073,31,2021,8,23,12,14,40,-24.213583,-69.040038,496140.4265,7322474.204,19465.21354,114084.5235,3080.07104492,23,"Out Bench","Out Bench","Main ramp",0,0.77,"RN_T13","ENORTE","INPIT",""
5280,4883,4997,11,"730739.14","-----",2954,34,2021,8,23,12,33,10,-24.213582,-69.042008,495940.3831,7322474.255,19265.17014,114084.5755,2959.37133789,8,"Out Bench","Out Bench","Main ramp",3,9.47,"RN_T19","ENORTE","INPIT",""
5316,7521,7635,28,"731266.27","47752.15",3083,22,2021,8,23,15,20,7,-24.213582,-69.040093,496134.8415,7322474.313,19459.62854,114084.6326,3080.04443359,23,"Out Bench","Out Bench","Main ramp",0,0.77,"RN_T13","ENORTE","INPIT",""
5329,8680,8794,28,"731517.3","47766.8",3123,1,2021,8,23,16,22,40,-24.213582,-69.040093,496134.8415,7322474.313,19459.62854,114084.6326,3080.04443359,23,"Out Bench","Out Bench","Main ramp",0,0.77,"RN_T13","ENORTE","INPIT",""
5330,8681,8795,28,"731517.3","-----",3123,1,2021,8,23,16,22,41,-24.213582,-69.040093,496134.8415,7322474.313,19459.62854,114084.6326,3080.04443359,23,"Out Bench","Out Bench","Main ramp",0,0.77,"RN_T13","ENORTE","INPIT",""
5291,5083,5197,13,"730795.18","47713.5",3090,54,2021,8,23,12,40,14,-24.213582,-69.038117,496335.4942,7322474.369,19660.28118,114084.6888,3092.12524414,7,"Out Bench","Out Bench","Main ramp",3,9.32,"RN_T14","ENORTE","INPIT",""
5358,10733,10847,19,"731947.28","47786.04",3098,47,2021,8,23,18,0,43,-24.213582,-69.03791,496356.514,7322474.374,19681.30096,114084.6945,3093.12841797,7,"Out Bench","Out Bench","Main ramp",3,9.32,"RN_T14","ENORTE","INPIT",""
5383,11793,11907,13,"732149.39","47796.18",3071,234,2021,8,23,18,46,43,-24.21358,-69.039528,496192.2143,7322474.55,19517.00132,114084.8704,3079.4375,23,"Out Bench","Out Bench","Main ramp",0,0.77,"RN_T13","ENORTE","INPIT",""
5354,10711,10825,17,"731940.94","47785.84",3108,219,2021,8,23,18,0,4,-24.21358,-69.03952,496193.0267,7322474.551,19517.81368,114084.8706,3079.4375,23,"Out Bench","Out Bench","Main ramp",0,0.77,"RN_T13","ENORTE","INPIT",""
5397,13508,13622,15,"732413.65","-----",3071,241,2021,8,23,20,33,14,-24.21358,-69.039413,496203.892,7322474.554,19528.67898,114084.8737,3079.18579102,23,"Out Bench","Out Bench","Main ramp",0,0.77,"RN_T13","ENORTE","INPIT",""
5303,6337,6451,8,"731124.98","47742.31",3076,217,2021,8,23,13,49,29,-24.213575,-69.039437,496201.4547,7322475.107,19526.24175,114085.4266,3079.27099609,23,"Out Bench","Out Bench","Main ramp",0,0.77,"RN_T13","ENORTE","INPIT",""
5284,5060,5174,15,"730790.72","47713.32",3079,224,2021,8,23,12,39,33,-24.21357,-69.039467,496198.4082,7322475.659,19523.19525,114085.9794,3079.3527832,23,"Out Bench","Out Bench","Main ramp",0,0.77,"RN_T13","ENORTE","INPIT",""
5318,8182,8296,11,"731410.02","-----",3097,204,2021,8,23,16,0,31,-24.213568,-69.03952,496193.0263,7322475.879,19517.81331,114086.1993,3079.44384766,23,"Out Bench","Out Bench","Main ramp",0,0.77,"RN_T13","ENORTE","INPIT",""
5381,11587,11701,10,"732096.65","47794.58",2938,46,2021,8,23,18,39,18,-24.213567,-69.042068,495934.2899,7322475.914,19259.07695,114086.2344,2959.03076172,8,"Out Bench","Out Bench","Main ramp",3,9.47,"RN_T19","ENORTE","INPIT",""
5374,11132,11246,21,"732027.52","47790.72",3062,39,2021,8,23,18,16,24,-24.213567,-69.039963,496148.0419,7322475.977,19472.8289,114086.2972,3080.01660156,23,"Out Bench","Out Bench","Main ramp",0,0.77,"RN_T13","ENORTE","INPIT",""
5332,9303,9417,8,"731640.54","47772.2",3086,188,2021,8,23,16,54,36,-24.213567,-69.03952,496193.0263,7322475.99,19517.81328,114086.31,3079.44384766,23,"Out Bench","Out Bench","Main ramp",0,0.77,"RN_T13","ENORTE","INPIT",""
5302,6336,6450,8,"731124.98","47742.31",3076,233,2021,8,23,13,49,28,-24.213567,-69.039422,496202.9777,7322475.993,19527.76467,114086.3128,3079.19921875,23,"Out Bench","Out Bench","Main ramp",0,0.77,"RN_T13","ENORTE","INPIT",""
5396,13507,13621,14,"732413.18","47807.82",3070,243,2021,8,23,20,33,13,-24.213563,-69.03936,496209.2733,7322476.437,19534.06033,114086.7575,3078.88110352,22,"Out Bench","Out Bench","Main ramp",2,6.68,"RN_T12","ENORTE","INPIT",""
5281,4884,4998,11,"730739.14","47711.74",2954,41,2021,8,23,12,33,11,-24.213562,-69.041985,495942.718,7322476.471,19267.50501,114086.7906,2959.69995117,8,"Out Bench","Out Bench","Main ramp",3,9.47,"RN_T19","ENORTE","INPIT",""
5382,11792,11906,13,"732149.39","-----",3071,241,2021,8,23,18,46,42,-24.213555,-69.039497,496195.3614,7322477.319,19520.14843,114087.6393,3079.40307617,23,"Out Bench","Out Bench","Main ramp",0,0.77,"RN_T13","ENORTE","INPIT",""
5371,11089,11203,35,"732022.02","47790.41",3116,224,2021,8,23,18,14,34,-24.213555,-69.037797,496367.9877,7322477.367,19692.77472,114087.687,3094.18530273,7,"Out Bench","Out Bench","Main ramp",3,9.32,"RN_T14","ENORTE","INPIT",""
5313,7503,7617,29,"731265.12","47751.84",3109,219,2021,8,23,15,19,33,-24.213555,-69.037735,496374.2835,7322477.369,19699.07051,114087.6887,3094.70996094,7,"Out Bench","Out Bench","Main ramp",3,9.32,"RN_T14","ENORTE","INPIT",""
5317,8181,8295,13,"731408.45","47757.64",3096,204,2021,8,23,16,0,29,-24.213553,-69.039513,496193.7367,7322477.54,19518.52365,114087.8603,3079.47998047,23,"Out Bench","Out Bench","Main ramp",0,0.77,"RN_T13","ENORTE","INPIT",""
5339,9322,9436,8,"731643.81","-----",3089,68,2021,8,23,16,55,31,-24.213553,-69.038155,496331.6346,7322477.579,19656.4216,114087.8986,3091.87426758,7,"Out Bench","Out Bench","Main ramp",3,9.32,"RN_T14","ENORTE","INPIT",""
5389,12311,12425,27,"732252.91","-----",3120,224,2021,8,23,19,8,12,-24.213553,-69.037857,496361.895,7322477.587,19686.68197,114087.9068,3093.76513672,7,"Out Bench","Out Bench","Main ramp",3,9.32,"RN_T14","ENORTE","INPIT",""
5283,5059,5173,15,"730790.72","47713.32",3079,235,2021,8,23,12,39,32,-24.21355,-69.039443,496200.8447,7322477.874,19525.6317,114088.1944,3079.21923828,23,"Out Bench","Out Bench","Main ramp",0,0.77,"RN_T13","ENORTE","INPIT",""
5301,6128,6242,11,"731066.29","-----",2961,46,2021,8,23,13,42,20,-24.213548,-69.04203,495938.148,7322478.019,19262.93502,114088.3393,2959.43066406,8,"Out Bench","Out Bench","Main ramp",3,9.47,"RN_T19","ENORTE","INPIT",""
5331,9302,9416,10,"731640.54","47772.2",3086,207,2021,8,23,16,54,35,-24.213548,-69.039505,496194.5489,7322478.094,19519.33585,114088.4141,3079.47119141,23,"Out Bench","Out Bench","Main ramp",0,0.77,"RN_T13","ENORTE","INPIT",""
5353,10710,10824,17,"731940.94","47785.84",3108,240,2021,8,23,18,0,3,-24.213547,-69.039497,496195.3612,7322478.205,19520.14818,114088.525,3079.41772461,23,"Out Bench","Out Bench","Main ramp",0,0.77,"RN_T13","ENORTE","INPIT",""
5323,8215,8329,11,"731417.3","47757.81",3121,53,2021,8,23,16,1,25,-24.213547,-69.0382,496327.0649,7322478.242,19651.8519,114088.5617,3091.51855469,7,"Out Bench","Out Bench","Main ramp",3,9.32,"RN_T14","ENORTE","INPIT",""
5282,4885,4999,11,"730739.14","-----",2954,40,2021,8,23,12,33,12,-24.213545,-69.041962,495945.053,7322478.354,19269.83997,114088.6735,2960.01831055,8,"Out Bench","Out Bench","Main ramp",3,9.47,"RN_T19","ENORTE","INPIT",""
