FID_886_El,field_1,F_,Velocidad,VOLUMEN_CO,Distancia,Altitud,Curso,ANO,MES,DIA,HORA,MIN,SEG,Latitud,Longitud,xcoord,ycoord,x_mina,y_mina,RASTERVALU,FID_Pol_en,Bench,Cat_Bench,Rampa,MC,Pendiente,Tramo,Pit,Cat_Zona,Cat_Carga
8769,11850,11964,9,"732165.08","47796.82",3096,166,2021,8,23,18,48,49,-24.218577,-69.041367,496005.6372,7321921.23,19330.42415,113531.5504,3107.11499023,9,"Out Bench","Out Bench","Main ramp",3,9.57,"RN_T21","ENORTE","INPIT",""
8779,13549,13663,9,"732423.32","47808.46",3081,175,2021,8,23,20,35,7,-24.218573,-69.04123,496019.5481,7321921.677,19344.33513,113531.9974,3110.60791016,3,"Out Bench","Out Bench","Buff 5 min",99,0.0,"","ENORTE","INPIT",""
8762,10239,10353,13,"731810.42","47782",2811,329,2021,8,23,17,44,47,-24.218563,-69.050735,495054.4014,7321922.467,18379.18841,113532.7869,2798.27368164,3,"Out Bench","Out Bench","Buff 5 min",99,0.0,"","ENORTE","INPIT",""
8778,13548,13662,10,"732423.32","47808.46",3081,169,2021,8,23,20,35,6,-24.218565,-69.04123,496019.5479,7321922.563,19344.33487,113532.8831,3110.58691406,3,"Out Bench","Out Bench","Buff 5 min",99,0.0,"","ENORTE","INPIT",""
8766,11326,11440,30,"732048.81","47792.72",2947,289,2021,8,23,18,25,7,-24.218563,-69.045082,495628.4122,7321922.664,18953.19921,113532.9837,2930.69799805,1,"N09","In Bench","In Bench",99,0.0,"","ENORTE","INPIT","Zona de carga"
8777,13547,13661,10,"732423.32","47808.46",3080,158,2021,8,23,20,35,5,-24.218557,-69.04123,496019.5476,7321923.449,19344.3346,113533.7689,3110.55737305,3,"Out Bench","Out Bench","Buff 5 min",99,0.0,"","ENORTE","INPIT",""
8754,7681,7795,38,"731285.13","47754.21",2933,253,2021,8,23,15,28,30,-24.21855,-69.044693,495667.9112,7321924.116,18992.69816,113534.4358,2930.68164063,1,"N09","In Bench","In Bench",99,0.0,"","ENORTE","INPIT","Zona de carga"
8761,9896,10010,22,"731739.38","47780.62",2761,131,2021,8,23,17,19,15,-24.218547,-69.050445,495083.8476,7321924.249,18408.63463,113534.569,2794.99755859,12,"Out Bench","Out Bench","Main ramp",3,8.96,"RN_T2","ENORTE","INPIT",""
8756,7683,7797,37,"731285.59","47754.22",2932,272,2021,8,23,15,28,33,-24.218547,-69.044892,495647.7044,7321924.441,18972.49141,113534.7615,2930.69018555,1,"N09","In Bench","In Bench",99,0.0,"","ENORTE","INPIT","Zona de carga"
8755,7682,7796,37,"731285.13","-----",2933,263,2021,8,23,15,28,32,-24.218547,-69.044792,495657.8585,7321924.445,18982.6455,113534.7647,2930.68579102,1,"N09","In Bench","In Bench",99,0.0,"","ENORTE","INPIT","Zona de carga"
8757,7684,7798,36,"731285.59","47754.24",2931,277,2021,8,23,15,28,34,-24.21854,-69.044983,495638.4639,7321925.214,18963.25094,113535.5335,2930.6940918,1,"N09","In Bench","In Bench",99,0.0,"","ENORTE","INPIT","Zona de carga"
8782,13672,13786,9,"732459.85","47809.29",3173,359,2021,8,23,20,39,57,-24.218538,-69.04023,496121.0879,7321925.582,19445.87491,113535.9022,3180.58959961,3,"Out Bench","Out Bench","Buff 5 min",99,0.0,"","ENORTE","INPIT",""
8764,11318,11432,31,"732048.29","47792.64",2956,227,2021,8,23,18,24,58,-24.218535,-69.044465,495691.062,7321925.784,19015.84896,113536.104,2930.67114258,1,"N09","In Bench","In Bench",99,0.0,"","ENORTE","INPIT","Zona de carga"
8758,7685,7799,35,"731285.59","47754.25",2931,285,2021,8,23,15,28,35,-24.218525,-69.04506,495630.6448,7321926.872,18955.43175,113537.1918,2930.69750977,1,"N09","In Bench","In Bench",99,0.0,"","ENORTE","INPIT","Zona de carga"
8736,4670,4784,30,"730689.14","47710",2917,265,2021,8,23,12,19,26,-24.21852,-69.044632,495674.1041,7321927.439,18998.8911,113537.7593,2930.67822266,1,"N09","In Bench","In Bench",99,0.0,"","ENORTE","INPIT","Zona de carga"
8737,4671,4785,29,"730689.14","47710.01",2917,271,2021,8,23,12,19,27,-24.218517,-69.044693,495667.91,7321927.77,18992.69699,113538.0895,2930.6809082,1,"N09","In Bench","In Bench",99,0.0,"","ENORTE","INPIT","Zona de carga"
8735,4669,4783,30,"730689.14","47709.99",2918,258,2021,8,23,12,19,25,-24.218515,-69.044555,495681.9226,7321927.995,19006.70957,113538.3154,2930.67480469,1,"N09","In Bench","In Bench",99,0.0,"","ENORTE","INPIT","Zona de carga"
8738,4672,4786,28,"730689.14","47710.02",2916,274,2021,8,23,12,19,28,-24.21851,-69.044753,495661.8173,7321928.543,18986.60429,113538.8626,2930.68334961,1,"N09","In Bench","In Bench",99,0.0,"","ENORTE","INPIT","Zona de carga"
8746,5914,6028,33,"731014.61","47738.89",2942,258,2021,8,23,13,29,49,-24.218507,-69.044708,495666.3865,7321928.876,18991.17353,113539.1962,2930.68115234,1,"N09","In Bench","In Bench",99,0.0,"","ENORTE","INPIT","Zona de carga"
8753,7680,7794,37,"731285.13","47754.18",2934,228,2021,8,23,15,28,29,-24.218507,-69.044495,495688.0147,7321928.883,19012.80175,113539.2031,2930.671875,1,"N09","In Bench","In Bench",99,0.0,"","ENORTE","INPIT","Zona de carga"
8770,11987,12101,12,"732199.04","47797.65",3176,358,2021,8,23,18,53,27,-24.218507,-69.040192,496124.9455,7321929.016,19449.73248,113539.3356,3181.07983398,25,"Out Bench","Out Bench","Main ramp",3,9.37,"RN_T24","ENORTE","INPIT",""
8740,4674,4788,25,"730689.14","-----",2914,280,2021,8,23,12,19,30,-24.218502,-69.044883,495648.6167,7321929.424,18973.40368,113539.7441,2930.68896484,1,"N09","In Bench","In Bench",99,0.0,"","ENORTE","INPIT","Zona de carga"
8739,4673,4787,26,"730689.14","47710.02",2916,278,2021,8,23,12,19,29,-24.218502,-69.044815,495655.5215,7321929.426,18980.30846,113539.7464,2930.68579102,1,"N09","In Bench","In Bench",99,0.0,"","ENORTE","INPIT","Zona de carga"
8748,5916,6030,33,"731014.61","47738.91",2938,275,2021,8,23,13,29,51,-24.2185,-69.044922,495644.6565,7321929.644,18969.44351,113539.9643,2930.69067383,1,"N09","In Bench","In Bench",99,0.0,"","ENORTE","INPIT","Zona de carga"
8747,5915,6029,33,"731014.61","-----",2940,267,2021,8,23,13,29,50,-24.218497,-69.04483,495653.9982,7321929.979,18978.78517,113540.2995,2930.68676758,1,"N09","In Bench","In Bench",99,0.0,"","ENORTE","INPIT","Zona de carga"
8734,4668,4782,30,"730689.14","47709.99",2919,247,2021,8,23,12,19,24,-24.218497,-69.044487,495688.8267,7321929.991,19013.61372,113540.3106,2930.67114258,1,"N09","In Bench","In Bench",99,0.0,"","ENORTE","INPIT","Zona de carga"
8750,5918,6032,33,"731015.39","47738.93",2934,282,2021,8,23,13,29,53,-24.218493,-69.04509,495627.5974,7321930.414,18952.38438,113540.7338,2930.69824219,1,"N09","In Bench","In Bench",99,0.0,"","ENORTE","INPIT","Zona de carga"
8741,4675,4789,23,"730689.14","47710.04",2914,284,2021,8,23,12,19,31,-24.218488,-69.044945,495642.3206,7321930.972,18967.10764,113541.2922,2930.69140625,1,"N09","In Bench","In Bench",99,0.0,"","ENORTE","INPIT","Zona de carga"
8745,5913,6027,32,"731014.61","47738.88",2943,253,2021,8,23,13,29,48,-24.218488,-69.044617,495675.6261,7321930.983,19000.41308,113541.3029,2930.67675781,1,"N09","In Bench","In Bench",99,0.0,"","ENORTE","INPIT","Zona de carga"
8760,9895,10009,22,"-----","-----",2761,140,2021,8,23,17,19,14,-24.218483,-69.050515,495076.7372,7321931.333,18401.52421,113541.6525,2795.70996094,12,"Out Bench","Out Bench","Main ramp",3,8.96,"RN_T2","ENORTE","INPIT",""
8759,7686,7800,33,"731285.59","47754.26",2930,297,2021,8,23,15,28,37,-24.21848,-69.045212,495615.2089,7321931.849,18939.99591,113542.1692,2930.703125,1,"N09","In Bench","In Bench",99,0.0,"","ENORTE","INPIT","Zona de carga"
8749,5917,6031,33,"731015.39","47738.93",2937,280,2021,8,23,13,29,52,-24.218475,-69.044998,495636.9385,7321932.41,18961.72551,113542.7298,2930.69384766,1,"N09","In Bench","In Bench",99,0.0,"","ENORTE","INPIT","Zona de carga"
8773,12496,12610,22,"732271.51","47803.82",2936,267,2021,8,23,19,15,31,-24.218472,-69.044525,495684.9673,7321932.757,19009.75429,113543.0774,2930.67211914,1,"N09","In Bench","In Bench",99,0.0,"","ENORTE","INPIT","Zona de carga"
8767,11327,11441,30,"732048.81","47792.73",2945,298,2021,8,23,18,25,8,-24.21847,-69.045258,495610.5377,7321932.955,18935.32467,113543.2749,2930.70458984,1,"N09","In Bench","In Bench",99,0.0,"","ENORTE","INPIT","Zona de carga"
8774,12497,12611,22,"732271.51","-----",2935,269,2021,8,23,19,15,32,-24.21847,-69.044593,495678.0624,7321932.977,19002.84943,113543.2966,2930.67529297,1,"N09","In Bench","In Bench",99,0.0,"","ENORTE","INPIT","Zona de carga"
8772,12495,12609,22,"732271.51","47803.81",2937,259,2021,8,23,19,15,30,-24.21847,-69.044465,495691.0597,7321932.981,19015.84667,113543.3007,2930.66918945,1,"N09","In Bench","In Bench",99,0.0,"","ENORTE","INPIT","Zona de carga"
8733,4667,4781,30,"730689.14","47709.98",2920,239,2021,8,23,12,19,23,-24.218468,-69.04441,495696.6444,7321933.204,19021.43136,113543.524,2930.66625977,1,"N09","In Bench","In Bench",99,0.0,"","ENORTE","INPIT","Zona de carga"
8775,12498,12612,22,"732271.67","47803.84",2934,274,2021,8,23,19,15,33,-24.218467,-69.044717,495665.4712,7321933.305,18990.25824,113543.6247,2930.68041992,1,"N09","In Bench","In Bench",99,0.0,"","ENORTE","INPIT","Zona de carga"
8776,13546,13660,10,"732423.16","-----",3079,177,2021,8,23,20,35,2,-24.218463,-69.04123,496019.5445,7321933.857,19344.33153,113544.1765,3110.44018555,3,"Out Bench","Out Bench","Buff 5 min",99,0.0,"","ENORTE","INPIT",""
8771,12494,12608,22,"732271.51","47803.81",2937,253,2021,8,23,19,15,29,-24.21846,-69.044403,495697.3549,7321934.09,19022.14186,113544.4099,2930.66577148,1,"N09","In Bench","In Bench",99,0.0,"","ENORTE","INPIT","Zona de carga"
8763,10240,10354,14,"731810.42","47782.01",2812,335,2021,8,23,17,44,50,-24.218457,-69.050797,495048.1016,7321934.201,18372.8886,113544.5209,2798.08544922,3,"Out Bench","Out Bench","Buff 5 min",99,0.0,"","ENORTE","INPIT",""
8744,5912,6026,32,"731014.61","47738.87",2944,242,2021,8,23,13,29,47,-24.218458,-69.04451,495686.4899,7321934.308,19011.27691,113544.6279,2930.6706543,1,"N09","In Bench","In Bench",99,0.0,"","ENORTE","INPIT","Zona de carga"
8742,4676,4790,23,"730689.14","47710.05",2912,290,2021,8,23,12,19,32,-24.218457,-69.045075,495629.1192,7321934.4,18953.90621,113544.7202,2930.69702148,1,"N09","In Bench","In Bench",99,0.0,"","ENORTE","INPIT","Zona de carga"
8751,5919,6033,32,"731015.39","47738.94",2932,290,2021,8,23,13,29,54,-24.218455,-69.045167,495619.7774,7321934.619,18944.56436,113544.9387,2930.70092773,1,"N09","In Bench","In Bench",99,0.0,"","ENORTE","INPIT","Zona de carga"
8768,11849,11963,9,"732164.61","47796.8",3094,175,2021,8,23,18,48,44,-24.218455,-69.041382,496004.11,7321934.738,19328.89704,113545.0577,3105.63891602,9,"Out Bench","Out Bench","Main ramp",3,9.57,"RN_T21","ENORTE","INPIT",""
8752,7679,7793,37,"731285.13","47754.17",2935,222,2021,8,23,15,28,28,-24.218453,-69.044418,495695.8315,7321934.864,19020.6185,113545.1845,2930.66650391,1,"N09","In Bench","In Bench",99,0.0,"","ENORTE","INPIT","Zona de carga"
8725,12499,12613,21,"732271.67","47803.85",2933,280,2021,8,23,19,15,35,-24.218445,-69.04483,495653.9963,7321935.737,18978.78333,113546.0569,2930.68554688,1,"N09","In Bench","In Bench",99,0.0,"","ENORTE","INPIT","Zona de carga"
8724,12493,12607,22,"732271.51","47803.8",2938,244,2021,8,23,19,15,28,-24.218445,-69.044342,495703.5483,7321935.753,19028.33534,113546.0727,2930.66259766,1,"N09","In Bench","In Bench",99,0.0,"","ENORTE","INPIT","Zona de carga"
8692,7687,7801,30,"731285.59","47754.27",2929,304,2021,8,23,15,28,38,-24.21844,-69.04528,495608.3027,7321936.276,18933.08969,113546.5957,2930.70556641,1,"N09","In Bench","In Bench",99,0.0,"","ENORTE","INPIT","Zona de carga"
8730,13545,13659,11,"732423.16","47808.44",3079,179,2021,8,23,20,35,0,-24.21844,-69.041237,496018.833,7321936.403,19343.61999,113546.7229,3109.12109375,3,"Out Bench","Out Bench","Buff 5 min",99,0.0,"","ENORTE","INPIT",""
8708,10241,10355,14,"731810.42","-----",2813,337,2021,8,23,17,44,51,-24.21843,-69.050812,495046.5774,7321937.19,18371.3644,113547.5097,2798.02416992,3,"Out Bench","Out Bench","Buff 5 min",99,0.0,"","ENORTE","INPIT",""
8683,4666,4780,31,"730689.14","47709.97",2920,228,2021,8,23,12,19,22,-24.218432,-69.044342,495703.5479,7321937.192,19028.33488,113547.5121,2930.66210938,1,"N09","In Bench","In Bench",99,0.0,"","ENORTE","INPIT","Zona de carga"
8731,13673,13787,9,"732461.74","-----",3177,2,2021,8,23,20,40,2,-24.218433,-69.040238,496120.2722,7321937.207,19445.05924,113547.5275,3181.62353516,3,"Out Bench","Out Bench","Buff 5 min",99,0.0,"","ENORTE","INPIT",""
8723,12492,12606,23,"732271.51","47803.8",2939,233,2021,8,23,19,15,27,-24.218428,-69.044297,495708.1171,7321937.636,19032.90408,113547.9564,2930.66040039,1,"N09","In Bench","In Bench",99,0.0,"","ENORTE","INPIT","Zona de carga"
8687,5911,6025,32,"731014.45","47738.86",2945,230,2021,8,23,13,29,46,-24.218425,-69.044395,495698.166,7321937.965,19022.95296,113548.2854,2930.66479492,1,"N09","In Bench","In Bench",99,0.0,"","ENORTE","INPIT","Zona de carga"
8707,9894,10008,22,"731739.38","-----",2762,140,2021,8,23,17,19,13,-24.218417,-69.050568,495071.3529,7321938.638,18396.13989,113548.9581,2796.47924805,12,"Out Bench","Out Bench","Main ramp",3,8.96,"RN_T2","ENORTE","INPIT",""
8684,4677,4791,22,"730689.14","47710.06",2909,298,2021,8,23,12,19,34,-24.218412,-69.045182,495618.2527,7321939.379,18943.03971,113549.6991,2930.70043945,1,"N09","In Bench","In Bench",99,0.0,"","ENORTE","INPIT","Zona de carga"
8726,12500,12614,20,"732271.67","47803.87",2931,288,2021,8,23,19,15,38,-24.218412,-69.044983,495638.4594,7321939.386,18963.24637,113549.7056,2930.69140625,1,"N09","In Bench","In Bench",99,0.0,"","ENORTE","INPIT","Zona de carga"
8700,8833,8947,29,"731532.22","47768.78",2939,268,2021,8,23,16,28,53,-24.218408,-69.044723,495664.8599,7321939.837,18989.6469,113550.157,2930.67944336,1,"N09","In Bench","In Bench",99,0.0,"","ENORTE","INPIT","Zona de carga"
8699,8832,8946,29,"731532.22","47768.77",2940,262,2021,8,23,16,28,52,-24.218407,-69.04464,495673.2878,7321939.95,18998.07477,113550.2704,2930.67529297,1,"N09","In Bench","In Bench",99,0.0,"","ENORTE","INPIT","Zona de carga"
8698,8831,8945,28,"731531.24","-----",2940,257,2021,8,23,16,28,51,-24.218407,-69.044563,495681.1064,7321939.953,19005.89343,113550.2729,2930.67211914,1,"N09","In Bench","In Bench",99,0.0,"","ENORTE","INPIT","Zona de carga"
8691,7678,7792,37,"731285.13","47754.16",2938,210,2021,8,23,15,28,27,-24.218407,-69.044312,495706.5932,7321939.961,19031.38023,113550.281,2930.66040039,1,"N09","In Bench","In Bench",99,0.0,"","ENORTE","INPIT","Zona de carga"
8697,8830,8944,28,"731531.24","47768.75",2941,244,2021,8,23,16,28,50,-24.218405,-69.044465,495691.0574,7321940.178,19015.84438,113550.4975,2930.66748047,1,"N09","In Bench","In Bench",99,0.0,"","ENORTE","INPIT","Zona de carga"
8717,11848,11962,9,"732164.61","47796.8",3094,167,2021,8,23,18,48,43,-24.218405,-69.041397,496002.5853,7321940.273,19327.37228,113550.5933,3104.98583984,9,"Out Bench","Out Bench","Main ramp",3,9.57,"RN_T21","ENORTE","INPIT",""
8712,11328,11442,32,"732048.81","47792.74",2944,307,2021,8,23,18,25,9,-24.218402,-69.04535,495601.1935,7321940.481,18925.98046,113550.8008,2930.70800781,1,"N09","In Bench","In Bench",99,0.0,"","ENORTE","INPIT","Zona de carga"
8701,8834,8948,28,"731532.22","47768.79",2938,274,2021,8,23,16,28,54,-24.218402,-69.044808,495656.2287,7321940.499,18981.0157,113550.8185,2930.68286133,1,"N09","In Bench","In Bench",99,0.0,"","ENORTE","INPIT","Zona de carga"
8711,11317,11431,32,"732048.29","47792.62",2958,206,2021,8,23,18,24,56,-24.218398,-69.044342,495703.5467,7321940.957,19028.33368,113551.2765,2930.66137695,1,"N09","In Bench","In Bench",99,0.0,"","ENORTE","INPIT","Zona de carga"
8722,12491,12605,23,"732271.51","47803.79",2940,225,2021,8,23,19,15,26,-24.218398,-69.044243,495713.5992,7321940.96,19038.38625,113551.2797,2930.65698242,1,"N09","In Bench","In Bench",99,0.0,"","ENORTE","INPIT","Zona de carga"
8688,5920,6034,32,"731015.39","47738.95",2929,302,2021,8,23,13,29,55,-24.218393,-69.04522,495614.3935,7321941.482,18939.18047,113551.8015,2930.70214844,1,"N09","In Bench","In Bench",99,0.0,"","ENORTE","INPIT","Zona de carga"
8702,8835,8949,28,"731532.22","47768.79",2938,278,2021,8,23,16,28,55,-24.218393,-69.044892,495647.6989,7321941.492,18972.48593,113551.8123,2930.68725586,1,"N09","In Bench","In Bench",99,0.0,"","ENORTE","INPIT","Zona de carga"
8693,7688,7802,30,"731285.59","47754.28",2928,313,2021,8,23,15,28,39,-24.21839,-69.04535,495601.193,7321941.809,18925.98002,113552.1294,2930.70825195,1,"N09","In Bench","In Bench",99,0.0,"","ENORTE","INPIT","Zona de carga"
8686,5910,6024,32,"731014.45","47738.85",2947,217,2021,8,23,13,29,45,-24.218388,-69.044288,495709.0295,7321942.065,19033.81655,113552.3855,2930.65917969,1,"N09","In Bench","In Bench",99,0.0,"","ENORTE","INPIT","Zona de carga"
8703,8836,8950,27,"731532.22","47768.8",2937,283,2021,8,23,16,28,56,-24.21838,-69.044968,495639.9813,7321942.929,18964.76835,113553.2492,2930.69091797,1,"N09","In Bench","In Bench",99,0.0,"","ENORTE","INPIT","Zona de carga"
8696,8829,8943,27,"731531.24","47768.74",2942,236,2021,8,23,16,28,49,-24.21838,-69.044388,495698.8752,7321942.948,19023.66216,113553.268,2930.66381836,1,"N09","In Bench","In Bench",99,0.0,"","ENORTE","INPIT","Zona de carga"
8682,4665,4779,31,"730688.78","-----",2921,217,2021,8,23,12,19,20,-24.21838,-69.044282,495709.6385,7321942.951,19034.42552,113553.2714,2930.65893555,1,"N09","In Bench","In Bench",99,0.0,"","ENORTE","INPIT","Zona de carga"
8716,11847,11961,9,"732164.61","-----",3094,179,2021,8,23,18,48,42,-24.218378,-69.041405,496001.7721,7321943.262,19326.55907,113553.5824,3104.55273438,9,"Out Bench","Out Bench","Main ramp",3,9.57,"RN_T21","ENORTE","INPIT",""
8718,11988,12102,12,"732199.98","-----",3177,358,2021,8,23,18,53,32,-24.218375,-69.040183,496125.8551,7321943.631,19450.64215,113553.9508,3182.46484375,25,"Out Bench","Out Bench","Main ramp",3,9.37,"RN_T24","ENORTE","INPIT",""
8727,12501,12615,20,"732271.67","47803.88",2931,294,2021,8,23,19,15,40,-24.218372,-69.04509,495627.5931,7321943.811,18952.38005,113554.1309,2930.6965332,1,"N09","In Bench","In Bench",99,0.0,"","ENORTE","INPIT","Zona de carga"
8721,12490,12604,23,"732271.51","47803.78",2941,220,2021,8,23,19,15,25,-24.218363,-69.044197,495718.2689,7321944.836,19043.05591,113555.1564,2930.6550293,1,"N09","In Bench","In Bench",99,0.0,"","ENORTE","INPIT","Zona de carga"
8709,10242,10356,15,"731810.42","47782.03",2814,341,2021,8,23,17,44,53,-24.218353,-69.050858,495041.9034,7321945.713,18366.69041,113556.0335,2798.73583984,3,"Out Bench","Out Bench","Buff 5 min",99,0.0,"","ENORTE","INPIT",""
8732,13674,13788,9,"732461.74","47809.31",3181,4,2021,8,23,20,40,4,-24.218353,-69.040245,496119.5589,7321946.065,19444.3459,113556.3849,3182.32836914,3,"Out Bench","Out Bench","Buff 5 min",99,0.0,"","ENORTE","INPIT",""
8715,11846,11960,9,"732164.61","47796.79",3093,184,2021,8,23,18,48,40,-24.218352,-69.041405,496001.7712,7321946.141,19326.55822,113556.4612,3104.28149414,9,"Out Bench","Out Bench","Main ramp",3,9.57,"RN_T21","ENORTE","INPIT",""
8685,4678,4792,22,"730689.3","47710.08",2901,304,2021,8,23,12,19,36,-24.218345,-69.045273,495609.0101,7321946.794,18933.79707,113557.1143,2930.70556641,1,"N09","In Bench","In Bench",99,0.0,"","ENORTE","INPIT","Zona de carga"
8719,11989,12103,12,"732199.98","47797.67",3177,3,2021,8,23,18,53,33,-24.218345,-69.040177,496126.4634,7321946.953,19451.25044,113557.2726,3182.70263672,25,"Out Bench","Out Bench","Main ramp",3,9.37,"RN_T24","ENORTE","INPIT",""
8728,12502,12616,20,"732271.67","-----",2931,298,2021,8,23,19,15,42,-24.21834,-69.045173,495619.164,7321947.351,18943.951,113557.6712,2930.70092773,1,"N09","In Bench","In Bench",99,0.0,"","ENORTE","INPIT","Zona de carga"
8704,8837,8951,27,"731532.22","47768.82",2937,289,2021,8,23,16,28,58,-24.218337,-69.045135,495623.0225,7321947.685,18947.80945,113558.0046,2930.69921875,1,"N09","In Bench","In Bench",99,0.0,"","ENORTE","INPIT","Zona de carga"
8713,11329,11443,34,"732048.81","-----",2943,309,2021,8,23,18,25,11,-24.218335,-69.045418,495594.2863,7321947.897,18919.07325,113558.2168,2934.44702148,1,"N09","In Bench","In Bench",99,0.0,"","ENORTE","INPIT","Zona de carga"
8694,7689,7803,30,"731285.59","47754.29",2928,318,2021,8,23,15,28,40,-24.218332,-69.04541,495595.0985,7321948.229,18919.88547,113558.5492,2934.23681641,1,"N09","In Bench","In Bench",99,0.0,"","ENORTE","INPIT","Zona de carga"
8689,5921,6035,32,"731015.39","47738.97",2928,307,2021,8,23,13,29,56,-24.218332,-69.045288,495607.4865,7321948.233,18932.27349,113558.5532,2930.70605469,1,"N09","In Bench","In Bench",99,0.0,"","ENORTE","INPIT","Zona de carga"
8714,11845,11959,9,"732163.19","47796.79",3093,176,2021,8,23,18,48,39,-24.218328,-69.041405,496001.7704,7321948.798,19326.55743,113559.1184,3103.87451172,9,"Out Bench","Out Bench","Main ramp",3,9.57,"RN_T21","ENORTE","INPIT",""
8720,12489,12603,24,"732270.69","47803.78",2942,214,2021,8,23,19,15,24,-24.218325,-69.044152,495722.8369,7321949.045,19047.62393,113559.3652,2930.65405273,1,"N09","In Bench","In Bench",99,0.0,"","ENORTE","INPIT","Zona de carga"
8690,7677,7791,37,"731285.13","47754.15",2939,203,2021,8,23,15,28,26,-24.218323,-69.044228,495715.1197,7321949.264,19039.90673,113559.5842,2930.65795898,1,"N09","In Bench","In Bench",99,0.0,"","ENORTE","INPIT","Zona de carga"
8710,11316,11430,32,"732047.31","47792.61",2959,197,2021,8,23,18,24,55,-24.218322,-69.044297,495708.1134,7321949.373,19032.90036,113559.6927,2930.66113281,1,"N09","In Bench","In Bench",99,0.0,"","ENORTE","INPIT","Zona de carga"
8681,4664,4778,32,"730688.78","47709.95",2922,210,2021,8,23,12,19,19,-24.218322,-69.044228,495715.1197,7321949.375,19039.9067,113559.6949,2930.65795898,1,"N09","In Bench","In Bench",99,0.0,"","ENORTE","INPIT","Zona de carga"
8729,12503,12617,21,"732272.61","47803.89",2930,304,2021,8,23,19,15,43,-24.218312,-69.045235,495612.8674,7321950.449,18937.65445,113560.7693,2930.70410156,1,"N09","In Bench","In Bench",99,0.0,"","ENORTE","INPIT","Zona de carga"
8706,9893,10007,22,"731739.38","-----",2764,142,2021,8,23,17,19,11,-24.21831,-69.050667,495061.296,7321950.481,18386.08303,113560.8014,2797.87792969,12,"Out Bench","Out Bench","Main ramp",3,8.96,"RN_T2","ENORTE","INPIT",""
8705,8838,8952,27,"731532.22","47768.83",2936,294,2021,8,23,16,28,59,-24.218308,-69.045205,495615.9135,7321950.893,18940.70054,113561.2132,2930.70263672,1,"N09","In Bench","In Bench",99,0.0,"","ENORTE","INPIT","Zona de carga"
8648,8828,8942,27,"731531.24","47768.73",2943,225,2021,8,23,16,28,47,-24.2183,-69.044243,495713.5958,7321951.81,19038.38281,113562.1302,2930.65893555,1,"N09","In Bench","In Bench",99,0.0,"","ENORTE","INPIT","Zona de carga"
8661,11844,11958,9,"732163.19","47796.78",3092,185,2021,8,23,18,48,37,-24.21828,-69.041397,496002.5812,7321954.113,19327.36818,113564.4332,3103.22216797,9,"Out Bench","Out Bench","Main ramp",3,9.57,"RN_T21","ENORTE","INPIT",""
8666,12488,12602,25,"732270.69","47803.77",2943,204,2021,8,23,19,15,23,-24.218278,-69.04412,495726.0846,7321954.25,19050.8716,113564.57,2930.65429688,1,"N09","In Bench","In Bench",99,0.0,"","ENORTE","INPIT","Zona de carga"
8649,8839,8953,27,"731532.22","-----",2936,297,2021,8,23,16,29,1,-24.218277,-69.045273,495609.0076,7321954.323,18933.79463,113564.6433,2930.70629883,1,"N09","In Bench","In Bench",99,0.0,"","ENORTE","INPIT","Zona de carga"
8679,13675,13789,10,"732461.74","47809.32",3182,355,2021,8,23,20,40,7,-24.218278,-69.040238,496120.2673,7321954.369,19445.05429,113564.689,3183.29199219,3,"Out Bench","Out Bench","Buff 5 min",99,0.0,"","ENORTE","INPIT",""
8667,12504,12618,22,"732272.61","47803.9",2930,311,2021,8,23,19,15,44,-24.218275,-69.045295,495606.7737,7321954.544,18931.56065,113564.864,2930.70727539,1,"N09","In Bench","In Bench",99,0.0,"","ENORTE","INPIT","Zona de carga"
8651,10243,10357,15,"731810.42","47782.04",2815,350,2021,8,23,17,44,55,-24.21827,-69.050888,495038.8538,7321954.902,18363.64083,113565.2221,2799.42944336,12,"Out Bench","Out Bench","Main ramp",3,8.96,"RN_T2","ENORTE","INPIT",""
8643,7690,7804,30,"731285.59","47754.3",2928,325,2021,8,23,15,28,41,-24.218267,-69.045472,495588.8006,7321955.424,18913.58758,113565.7439,2931.24243164,1,"N09","In Bench","In Bench",99,0.0,"","ENORTE","INPIT","Zona de carga"
8634,5909,6023,32,"731014.45","47738.83",2950,207,2021,8,23,13,29,43,-24.218263,-69.044167,495721.3116,7321955.909,19046.09864,113566.2293,2930.65625,1,"N09","In Bench","In Bench",99,0.0,"","ENORTE","INPIT","Zona de carga"
8624,4679,4793,21,"730689.3","47710.09",2896,310,2021,8,23,12,19,38,-24.21826,-69.04538,495598.1421,7321956.202,18922.92912,113566.522,2933.70214844,1,"N09","In Bench","In Bench",99,0.0,"","ENORTE","INPIT","Zona de carga"
8660,11843,11957,9,"732163.19","47796.78",3092,177,2021,8,23,18,48,36,-24.21826,-69.041397,496002.5805,7321956.328,19327.36753,113566.6476,3102.91235352,9,"Out Bench","Out Bench","Main ramp",3,9.57,"RN_T21","ENORTE","INPIT",""
8647,8827,8941,27,"731531.24","47768.72",2944,217,2021,8,23,16,28,46,-24.218253,-69.044182,495719.7882,7321957.016,19044.57517,113567.336,2930.6574707,1,"N09","In Bench","In Bench",99,0.0,"","ENORTE","INPIT","Zona de carga"
