FID_888_El,field_1,F_,Velocidad,VOLUMEN_CO,Distancia,Altitud,Curso,ANO,MES,DIA,HORA,MIN,SEG,Latitud,Longitud,xcoord,ycoord,x_mina,y_mina,RASTERVALU,FID_Pol_SL,Cat_Zona,Pit,Cat_Bench,Bench,Camino,Tramo,Pendiente,MC,Cat_Carga
28072,114877,88654,51,"619546.46","-----",3056,269,2021,8,27,12,2,30,-24.261937,-69.012138,498973.9933,7317120.981,22298.78034,108731.3012,3057.05737305,6,"SULPHIDELEACH","OUTPIT","Out Bench","Out Bench","Main road","SL_T1",0.65,"0",""
28117,130560,104387,43,"623512.18","62310.79",3061,273,2021,8,28,3,47,12,-24.261935,-69.011788,499009.5206,7317121.206,22334.30759,108731.5257,3057.40185547,5,"SULPHIDELEACH","OUTPIT","Out Bench","Out Bench","Interseccion","",0.0,"Intersección",""
28336,296964,74375,64,"679399.22","-----",3040,272,2021,9,10,17,45,14,-24.261932,-69.013488,498836.9595,7317121.522,22161.74653,108731.8422,3055.51928711,6,"SULPHIDELEACH","OUTPIT","Out Bench","Out Bench","Main road","SL_T1",0.65,"0",""
27891,2803,139373,40,"583681.13","-----",3062,271,2021,8,17,12,16,0,-24.261932,-69.013405,498845.3846,7317121.523,22170.17156,108731.8431,3055.59790039,6,"SULPHIDELEACH","OUTPIT","Out Bench","Out Bench","Main road","SL_T1",0.65,"0",""
28046,103527,77253,52,"616856.06","-----",3045,273,2021,8,27,0,28,7,-24.261932,-69.013382,498847.7192,7317121.523,22172.50621,108731.8433,3055.61083984,6,"SULPHIDELEACH","OUTPIT","Out Bench","Out Bench","Main road","SL_T1",0.65,"0",""
28239,233823,10986,62,"657766.5","64619.02",3059,273,2021,9,6,21,47,17,-24.261932,-69.012795,498907.3035,7317121.529,22232.09052,108731.8489,3056.17602539,6,"SULPHIDELEACH","OUTPIT","Out Bench","Out Bench","Main road","SL_T1",0.65,"0",""
28045,103526,77252,46,"616855.28","61823.94",3045,273,2021,8,27,0,28,2,-24.261932,-69.012665,498920.4994,7317121.53,22245.28637,108731.8501,3056.2878418,6,"SULPHIDELEACH","OUTPIT","Out Bench","Out Bench","Main road","SL_T1",0.65,"0",""
27879,1063,137633,52,"583044.57","-----",3062,267,2021,8,17,10,10,31,-24.26193,-69.013588,498826.8089,7317121.743,22151.59585,108732.0627,3055.48583984,6,"SULPHIDELEACH","OUTPIT","Out Bench","Out Bench","Main road","SL_T1",0.65,"0",""
28312,275766,53049,53,"671248.02","65143.58",3053,269,2021,9,9,7,25,45,-24.26193,-69.01165,499023.5284,7317121.76,22348.31544,108732.0805,3057.46679688,5,"SULPHIDELEACH","OUTPIT","Out Bench","Out Bench","Interseccion","",0.0,"Intersección",""
28349,305702,83171,53,"684239.07","-----",3051,266,2021,9,11,12,21,2,-24.26193,-69.011543,499034.3896,7317121.761,22359.17663,108732.0814,3057.72827148,5,"SULPHIDELEACH","OUTPIT","Out Bench","Out Bench","Interseccion","",0.0,"Intersección",""
28147,142672,116560,49,"626393.29","62516.14",3058,264,2021,8,28,16,16,33,-24.26193,-69.0111,499079.357,7317121.765,22404.14401,108732.0851,3058.29858398,5,"SULPHIDELEACH","OUTPIT","Out Bench","Out Bench","Interseccion","",0.0,"Intersección",""
27992,82302,55915,50,"611917.25","61473.43",3064,257,2021,8,26,2,45,53,-24.26193,-69.010857,499104.0231,7317121.767,22428.81008,108732.087,3058.53100586,5,"SULPHIDELEACH","OUTPIT","Out Bench","Out Bench","Interseccion","",0.0,"Intersección",""
28332,296960,74371,66,"679398.77","65317.08",3039,254,2021,9,10,17,44,57,-24.26193,-69.010848,499104.9366,7317121.767,22429.72364,108732.0871,3058.53564453,5,"SULPHIDELEACH","OUTPIT","Out Bench","Out Bench","Interseccion","",0.0,"Intersección",""
27871,23,136593,50,"582731.5","-----",3062,272,2021,8,17,9,7,29,-24.261928,-69.013,498886.4947,7317121.97,22211.28165,108732.2898,3055.96459961,6,"SULPHIDELEACH","OUTPIT","Out Bench","Out Bench","Main road","SL_T1",0.65,"0",""
27870,22,136592,51,"582730.98","-----",3069,268,2021,8,17,9,7,19,-24.261928,-69.011795,499008.81,7317121.981,22333.59698,108732.3007,3057.39819336,5,"SULPHIDELEACH","OUTPIT","Out Bench","Out Bench","Interseccion","",0.0,"Intersección",""
28146,142671,116559,47,"626393.29","-----",3058,260,2021,8,28,16,16,32,-24.261928,-69.010963,499093.2634,7317121.988,22418.05038,108732.3076,3058.31274414,5,"SULPHIDELEACH","OUTPIT","Out Bench","Out Bench","Interseccion","",0.0,"Intersección",""
27877,1058,137628,52,"583042.32","59531.24",3064,257,2021,8,17,10,10,12,-24.261928,-69.01091,499098.6432,7317121.988,22423.43022,108732.308,3058.46337891,5,"SULPHIDELEACH","OUTPIT","Out Bench","Out Bench","Interseccion","",0.0,"Intersección",""
28282,256650,33899,33,"664643.31","-----",3042,249,2021,9,8,1,57,52,-24.261925,-69.017563,498423.3205,7317122.251,21748.10747,108732.5712,3054.08740234,4,"SULPHIDELEACH","OUTPIT","Out Bench","Out Bench","Interseccion","",0.0,"Intersección",""
27869,21,136591,51,"582730.98","59508.01",3070,268,2021,8,17,9,7,18,-24.261925,-69.011658,499022.7163,7317122.314,22347.50334,108732.634,3057.45874023,5,"SULPHIDELEACH","OUTPIT","Out Bench","Out Bench","Interseccion","",0.0,"Intersección",""
28311,275765,53048,53,"671248.02","-----",3053,266,2021,9,9,7,25,44,-24.261925,-69.011498,499038.9574,7317122.315,22363.74438,108732.6354,3057.82910156,5,"SULPHIDELEACH","OUTPIT","Out Bench","Out Bench","Interseccion","",0.0,"Intersección",""
27898,2811,139381,37,"583682.5","59565.77",3065,253,2021,8,17,12,16,39,-24.261922,-69.017578,498421.7978,7317122.583,21746.58484,108732.9032,3054.09375,4,"SULPHIDELEACH","OUTPIT","Out Bench","Out Bench","Interseccion","",0.0,"Intersección",""
28265,255329,32539,39,"664245.93","-----",3063,269,2021,9,8,0,13,29,-24.261922,-69.012238,498963.8425,7317122.641,22288.62954,108732.9611,3057.01171875,6,"SULPHIDELEACH","OUTPIT","Out Bench","Out Bench","Main road","SL_T1",0.65,"0",""
28133,138913,112801,53,"625517.87","-----",3064,270,2021,8,28,12,23,42,-24.261922,-69.011543,499034.3896,7317122.647,22359.17656,108732.9672,3057.72119141,5,"SULPHIDELEACH","OUTPIT","Out Bench","Out Bench","Interseccion","",0.0,"Intersección",""
27946,70738,44351,46,"609079.5","61236.17",3051,265,2021,8,25,15,52,0,-24.261922,-69.011223,499066.8716,7317122.65,22391.65864,108732.9698,3058.17456055,5,"SULPHIDELEACH","OUTPIT","Out Bench","Out Bench","Interseccion","",0.0,"Intersección",""
28333,296961,74372,66,"679398.77","65317.12",3030,263,2021,9,10,17,44,59,-24.261922,-69.011177,499071.5409,7317122.65,22396.32794,108732.9702,3058.22241211,5,"SULPHIDELEACH","OUTPIT","Out Bench","Out Bench","Interseccion","",0.0,"Intersección",""
27959,78536,52149,46,"610787.11","-----",3038,271,2021,8,25,23,2,11,-24.261918,-69.013237,498862.4375,7317123.075,22187.22451,108733.3948,3055.75756836,6,"SULPHIDELEACH","OUTPIT","Out Bench","Out Bench","Main road","SL_T1",0.65,"0",""
28044,103525,77251,44,"616853.84","-----",3047,266,2021,8,27,0,27,57,-24.261918,-69.012008,498987.189,7317123.086,22311.976,108733.4061,3057.24536133,5,"SULPHIDELEACH","OUTPIT","Out Bench","Out Bench","Interseccion","",0.0,"Intersección",""
28272,255336,32546,40,"664247.5","-----",3054,259,2021,9,8,0,14,9,-24.261917,-69.017602,498419.3616,7317123.136,21744.14861,108733.4565,3054.12548828,4,"SULPHIDELEACH","OUTPIT","Out Bench","Out Bench","Interseccion","",0.0,"Intersección",""
27994,82306,55919,57,"611918.18","-----",3060,271,2021,8,26,2,46,12,-24.261917,-69.013718,498813.6129,7317123.181,22138.39987,108733.5008,3055.51416016,6,"SULPHIDELEACH","OUTPIT","Out Bench","Out Bench","Main road","SL_T1",0.65,"0",""
28225,215433,254551,53,"654132.07","-----",3050,271,2021,9,6,0,8,9,-24.261917,-69.012763,498910.5516,7317123.19,22235.33858,108733.51,3056.18457031,6,"SULPHIDELEACH","OUTPIT","Out Bench","Out Bench","Main road","SL_T1",0.65,"0",""
28224,215432,254550,52,"654132.07","-----",3051,269,2021,9,6,0,8,7,-24.261917,-69.012482,498939.0749,7317123.193,22263.86191,108733.5126,3056.57666016,6,"SULPHIDELEACH","OUTPIT","Out Bench","Out Bench","Main road","SL_T1",0.65,"0",""
27888,2799,139369,47,"583680.71","59565.13",3061,261,2021,8,17,12,15,38,-24.261917,-69.010972,499092.3497,7317123.205,22417.13672,108733.5254,3058.30004883,5,"SULPHIDELEACH","OUTPIT","Out Bench","Out Bench","Interseccion","",0.0,"Intersección",""
28092,118101,91878,58,"620359.66","-----",3056,252,2021,8,27,15,43,46,-24.261917,-69.010795,499110.3164,7317123.207,22435.10338,108733.5268,3058.59863281,5,"SULPHIDELEACH","OUTPIT","Out Bench","Out Bench","Interseccion","",0.0,"Intersección",""
28348,305701,83170,52,"684238.88","65348.21",3051,266,2021,9,11,12,20,58,-24.261915,-69.011123,499077.0222,7317123.426,22401.80923,108733.7457,3058.26318359,5,"SULPHIDELEACH","OUTPIT","Out Bench","Out Bench","Interseccion","",0.0,"Intersección",""
28052,103533,77259,44,"616857.38","61824.46",3048,253,2021,8,27,0,28,39,-24.261913,-69.017578,498421.7977,7317123.58,21746.58471,108733.8997,3054.13574219,4,"SULPHIDELEACH","OUTPIT","Out Bench","Out Bench","Interseccion","",0.0,"Intersección",""
28174,148684,122572,48,"627952.25","-----",3052,271,2021,8,28,22,2,26,-24.261913,-69.01242,498945.3683,7317123.636,22270.15527,108733.956,3056.6730957,6,"SULPHIDELEACH","OUTPIT","Out Bench","Out Bench","Main road","SL_T1",0.65,"0",""
28149,142674,116562,48,"626393.29","-----",3058,269,2021,8,28,16,16,42,-24.261913,-69.012138,498973.9931,7317123.639,22298.7801,108733.9585,3057.09692383,6,"SULPHIDELEACH","OUTPIT","Out Bench","Out Bench","Main road","SL_T1",0.65,"0",""
28032,102186,75912,50,"616478.8","61789.64",3046,265,2021,8,26,23,11,20,-24.261913,-69.011177,499071.5409,7317123.647,22396.32786,108733.9667,3058.21972656,5,"SULPHIDELEACH","OUTPIT","Out Bench","Out Bench","Interseccion","",0.0,"Intersección",""
28313,275767,53050,57,"671248.55","-----",3053,272,2021,9,9,7,25,54,-24.261912,-69.013053,498881.1146,7317123.741,22205.90164,108734.0608,3055.91210938,6,"SULPHIDELEACH","OUTPIT","Out Bench","Out Bench","Main road","SL_T1",0.65,"0",""
27973,79786,53399,50,"611160.06","-----",3044,261,2021,8,26,0,15,41,-24.261912,-69.011002,499089.3045,7317123.759,22414.09149,108734.0788,3058.28051758,5,"SULPHIDELEACH","OUTPIT","Out Bench","Out Bench","Interseccion","",0.0,"Intersección",""
28211,200911,239954,50,"650642.57","-----",3079,267,2021,9,5,10,2,34,-24.26191,-69.011437,499045.1491,7317123.977,22369.93614,108734.2967,3057.98413086,5,"SULPHIDELEACH","OUTPIT","Out Bench","Out Bench","Interseccion","",0.0,"Intersección",""
28288,261043,38292,66,"666056.98","64964.62",3046,263,2021,9,8,9,15,50,-24.26191,-69.01101,499088.4924,7317123.98,22413.27942,108734.3002,3058.28198242,5,"SULPHIDELEACH","OUTPIT","Out Bench","Out Bench","Interseccion","",0.0,"Intersección",""
28287,261042,38291,66,"666056.98","64964.61",3046,255,2021,9,8,9,15,49,-24.26191,-69.010842,499105.5455,7317123.982,22430.33251,108734.3015,3058.5559082,5,"SULPHIDELEACH","OUTPIT","Out Bench","Out Bench","Interseccion","",0.0,"Intersección",""
28047,103528,77254,52,"616856.43","61824.1",3044,268,2021,8,27,0,28,14,-24.261908,-69.014367,498747.735,7317124.171,22072.52205,108734.4906,3055.33764648,6,"SULPHIDELEACH","OUTPIT","Out Bench","Out Bench","Main road","SL_T1",0.65,"0",""
27892,2804,139374,39,"583681.47","59565.44",3063,273,2021,8,17,12,16,5,-24.261908,-69.014045,498780.4201,7317124.174,22105.20714,108734.4939,3055.43969727,6,"SULPHIDELEACH","OUTPIT","Out Bench","Out Bench","Main road","SL_T1",0.65,"0",""
28226,215434,254552,52,"654132.26","-----",3051,270,2021,9,6,0,8,17,-24.261908,-69.0139,498795.1386,7317124.175,22119.92559,108734.4954,3055.54272461,6,"SULPHIDELEACH","OUTPIT","Out Bench","Out Bench","Main road","SL_T1",0.65,"0",""
27947,70739,44352,46,"609079.84","-----",3052,269,2021,8,25,15,52,5,-24.261908,-69.011727,499015.7122,7317124.196,22340.49923,108734.5157,3057.39794922,5,"SULPHIDELEACH","OUTPIT","Out Bench","Out Bench","Interseccion","",0.0,"Intersección",""
28033,102187,75913,49,"616479.43","61789.69",3051,270,2021,8,26,23,11,24,-24.261908,-69.011712,499017.2348,7317124.196,22342.02183,108734.5158,3057.421875,5,"SULPHIDELEACH","OUTPIT","Out Bench","Out Bench","Interseccion","",0.0,"Intersección",""
28083,116133,89910,63,"619917.31","62061.67",3048,264,2021,8,27,13,16,51,-24.261908,-69.0111,499079.3568,7317124.201,22404.14381,108734.5209,3058.28149414,5,"SULPHIDELEACH","OUTPIT","Out Bench","Out Bench","Interseccion","",0.0,"Intersección",""
27945,70737,44350,45,"609079.5","61236.14",3052,260,2021,8,25,15,51,58,-24.261908,-69.010972,499092.3496,7317124.202,22417.13665,108734.5219,3058.30102539,5,"SULPHIDELEACH","OUTPIT","Out Bench","Out Bench","Interseccion","",0.0,"Intersección",""
28357,305710,83179,49,"684239.46","-----",3052,251,2021,9,11,12,21,42,-24.261905,-69.01757,498422.6097,7317124.466,21747.39665,108734.7855,3054.17456055,4,"SULPHIDELEACH","OUTPIT","Out Bench","Out Bench","Interseccion","",0.0,"Intersección",""
28150,142675,116563,48,"626393.29","-----",3058,270,2021,8,28,16,16,44,-24.261905,-69.012413,498946.0787,7317124.522,22270.86574,108734.8418,3056.69311523,6,"SULPHIDELEACH","OUTPIT","Out Bench","Out Bench","Main road","SL_T1",0.65,"0",""
27991,82301,55914,49,"611917.25","-----",3065,253,2021,8,26,2,45,52,-24.261905,-69.01072,499117.9293,7317124.536,22442.71626,108734.8561,3058.65185547,5,"SULPHIDELEACH","OUTPIT","Out Bench","Out Bench","Interseccion","",0.0,"Intersección",""
28240,233824,10987,60,"657766.5","-----",3057,271,2021,9,6,21,47,26,-24.261903,-69.014137,498771.0815,7317124.727,22095.86849,108735.0466,3055.35888672,6,"SULPHIDELEACH","OUTPIT","Out Bench","Out Bench","Main road","SL_T1",0.65,"0",""
28212,200912,239955,52,"650642.57","64143.02",3080,271,2021,9,5,10,2,37,-24.261903,-69.012008,498987.1889,7317124.747,22311.97585,108735.0669,3057.25073242,5,"SULPHIDELEACH","OUTPIT","Out Bench","Out Bench","Interseccion","",0.0,"Intersección",""
28289,261044,38293,65,"666056.98","64964.68",3045,269,2021,9,8,9,15,53,-24.261903,-69.011535,499035.2014,7317124.751,22359.98844,108735.0709,3057.73388672,5,"SULPHIDELEACH","OUTPIT","Out Bench","Out Bench","Interseccion","",0.0,"Intersección",""
28118,130561,104388,44,"623512.24","-----",3055,271,2021,8,28,3,47,21,-24.261902,-69.01278,498908.8258,7317124.851,22233.61282,108735.1706,3056.17993164,6,"SULPHIDELEACH","OUTPIT","Out Bench","Out Bench","Main road","SL_T1",0.65,"0",""
28264,255328,32538,38,"664245.88","64902.55",3063,273,2021,9,8,0,13,23,-24.261902,-69.01168,499020.483,7317124.86,22345.26998,108735.1804,3057.44506836,5,"SULPHIDELEACH","OUTPIT","Out Bench","Out Bench","Interseccion","",0.0,"Intersección",""
28250,236258,13468,35,"658353.14","-----",3051,268,2021,9,7,0,18,49,-24.261902,-69.01149,499039.7692,7317124.862,22364.55622,108735.182,3057.84204102,5,"SULPHIDELEACH","OUTPIT","Out Bench","Out Bench","Interseccion","",0.0,"Intersección",""
28132,138912,112800,54,"625517.07","62448.77",3065,266,2021,8,28,12,23,39,-24.261902,-69.011238,499065.3489,7317124.864,22390.13586,108735.1841,3058.17138672,5,"SULPHIDELEACH","OUTPIT","Out Bench","Out Bench","Interseccion","",0.0,"Intersección",""
28156,142682,116570,46,"626395.03","-----",3064,258,2021,8,28,16,17,25,-24.2619,-69.017517,498427.9894,7317125.02,21752.77643,108735.3398,3054.10498047,4,"SULPHIDELEACH","OUTPIT","Out Bench","Out Bench","Interseccion","",0.0,"Intersección",""
28267,255331,32541,50,"664247.38","-----",3060,269,2021,9,8,0,13,49,-24.2619,-69.015015,498681.9587,7317125.049,22006.74573,108735.3695,3055.09399414,6,"SULPHIDELEACH","OUTPIT","Out Bench","Out Bench","Main road","SL_T1",0.65,"0",""
28048,103529,77255,50,"616856.43","-----",3045,270,2021,8,27,0,28,17,-24.2619,-69.014648,498719.2116,7317125.053,22043.99862,108735.3734,3055.31762695,6,"SULPHIDELEACH","OUTPIT","Out Bench","Out Bench","Main road","SL_T1",0.65,"0",""
